train_cycle,hits_discovered,acquisition_method,architecture,n_start,seed,dataset,enrichment,id
1,7,Similarity,gcn,16,6,VDR,-4.208146976587139,gcn 16 6 VDR
2,9,Similarity,gcn,16,6,VDR,-5.221959949012861,gcn 16 6 VDR
3,9,Similarity,gcn,16,6,VDR,-1.3397513834999257,gcn 16 6 VDR
4,9,Similarity,gcn,16,6,VDR,0,gcn 16 6 VDR
5,9,Similarity,gcn,16,6,VDR,0,gcn 16 6 VDR
6,9,Similarity,gcn,16,6,VDR,0,gcn 16 6 VDR
7,9,Similarity,gcn,16,6,VDR,0.4757147632397736,gcn 16 6 VDR
8,9,Similarity,gcn,16,6,VDR,0.8871455810192925,gcn 16 6 VDR
9,9,Similarity,gcn,16,6,VDR,2.0774965661714515,gcn 16 6 VDR
10,9,Similarity,gcn,16,6,VDR,1.953839163105496,gcn 16 6 VDR
11,9,Similarity,gcn,16,6,VDR,1.8440755208093185,gcn 16 6 VDR
12,9,Similarity,gcn,16,6,VDR,1.7459885995745639,gcn 16 6 VDR
13,9,Similarity,gcn,16,6,VDR,2.6524947791278786,gcn 16 6 VDR
14,9,Similarity,gcn,16,6,VDR,2.8405952768654967,gcn 16 6 VDR
15,9,Similarity,gcn,16,6,VDR,2.7102952640940714,gcn 16 6 VDR
0,1,Similarity,gcn,16,7,ALDH1,0,gcn 16 7 ALDH1
1,2,Similarity,gcn,16,7,ALDH1,0.2024975311195753,gcn 16 7 ALDH1
2,10,Similarity,gcn,16,7,ALDH1,-0.615099691655023,gcn 16 7 ALDH1
3,23,Similarity,gcn,16,7,ALDH1,-1.148491522188796,gcn 16 7 ALDH1
4,31,Similarity,gcn,16,7,ALDH1,-1.1716358872854227,gcn 16 7 ALDH1
5,42,Similarity,gcn,16,7,ALDH1,-1.299430692007956,gcn 16 7 ALDH1
6,47,Similarity,gcn,16,7,ALDH1,-0.9095047172643254,gcn 16 7 ALDH1
7,50,Similarity,gcn,16,7,ALDH1,-0.6644263679132534,gcn 16 7 ALDH1
8,53,Similarity,gcn,16,7,ALDH1,-0.3300166113290075,gcn 16 7 ALDH1
9,59,Similarity,gcn,16,7,ALDH1,-0.1969680943002292,gcn 16 7 ALDH1
10,62,Similarity,gcn,16,7,ALDH1,-0.029715723228411983,gcn 16 7 ALDH1
11,65,Similarity,gcn,16,7,ALDH1,0.1085698234540915,gcn 16 7 ALDH1
12,68,Similarity,gcn,16,7,ALDH1,0.37469011481602355,gcn 16 7 ALDH1
13,71,Similarity,gcn,16,7,ALDH1,0.8791511115427693,gcn 16 7 ALDH1
14,77,Similarity,gcn,16,7,ALDH1,1.2927149266142406,gcn 16 7 ALDH1
15,90,Similarity,gcn,16,7,ALDH1,1.2297301860789576,gcn 16 7 ALDH1
0,1,Similarity,gcn,16,7,PKM2,0,gcn 16 7 PKM2
1,1,Similarity,gcn,16,7,PKM2,0,gcn 16 7 PKM2
2,2,Similarity,gcn,16,7,PKM2,-0.7589483904710405,gcn 16 7 PKM2
3,2,Similarity,gcn,16,7,PKM2,-0.6850751027970321,gcn 16 7 PKM2
4,2,Similarity,gcn,16,7,PKM2,-0.6243072920215642,gcn 16 7 PKM2
5,2,Similarity,gcn,16,7,PKM2,-0.5734416382800898,gcn 16 7 PKM2
6,2,Similarity,gcn,16,7,PKM2,0,gcn 16 7 PKM2
7,2,Similarity,gcn,16,7,PKM2,1.479275881081417,gcn 16 7 PKM2
8,3,Similarity,gcn,16,7,PKM2,0.9216162605141491,gcn 16 7 PKM2
9,3,Similarity,gcn,16,7,PKM2,0.864983839844941,gcn 16 7 PKM2
10,3,Similarity,gcn,16,7,PKM2,1.2223627599253233,gcn 16 7 PKM2
11,3,Similarity,gcn,16,7,PKM2,1.155470667774309,gcn 16 7 PKM2
12,3,Similarity,gcn,16,7,PKM2,1.4606931667530707,gcn 16 7 PKM2
13,3,Similarity,gcn,16,7,PKM2,1.388644321065134,gcn 16 7 PKM2
14,3,Similarity,gcn,16,7,PKM2,1.9850535064279455,gcn 16 7 PKM2
15,3,Similarity,gcn,16,7,PKM2,2.2119210774241633,gcn 16 7 PKM2
0,1,Similarity,gcn,16,7,VDR,0,gcn 16 7 VDR
1,2,Similarity,gcn,16,7,VDR,-0.8416293953174281,gcn 16 7 VDR
2,2,Similarity,gcn,16,7,VDR,-0.7459942784304084,gcn 16 7 VDR
3,2,Similarity,gcn,16,7,VDR,-0.669875691749963,gcn 16 7 VDR
4,2,Similarity,gcn,16,7,VDR,0,gcn 16 7 VDR
5,2,Similarity,gcn,16,7,VDR,0.5563415000760774,gcn 16 7 VDR
6,3,Similarity,gcn,16,7,VDR,0,gcn 16 7 VDR
7,5,Similarity,gcn,16,7,VDR,-0.9514295264795463,gcn 16 7 VDR
8,6,Similarity,gcn,16,7,VDR,-0.8871455810192923,gcn 16 7 VDR
9,8,Similarity,gcn,16,7,VDR,-1.6619972529371616,gcn 16 7 VDR
10,9,Similarity,gcn,16,7,VDR,-1.5630713304843962,gcn 16 7 VDR
11,9,Similarity,gcn,16,7,VDR,-1.4752604166474543,gcn 16 7 VDR
12,10,Similarity,gcn,16,7,VDR,-1.7459885995745636,gcn 16 7 VDR
13,10,Similarity,gcn,16,7,VDR,-1.3262473895639395,gcn 16 7 VDR
14,11,Similarity,gcn,16,7,VDR,-1.5781084871474984,gcn 16 7 VDR
15,12,Similarity,gcn,16,7,VDR,-1.8068635093960477,gcn 16 7 VDR
0,1,Similarity,gcn,16,8,ALDH1,0,gcn 16 8 ALDH1
1,13,Similarity,gcn,16,8,ALDH1,-2.0249753111957527,gcn 16 8 ALDH1
2,26,Similarity,gcn,16,8,ALDH1,-2.460398766620092,gcn 16 8 ALDH1
3,36,Similarity,gcn,16,8,ALDH1,-2.562019549498083,gcn 16 8 ALDH1
4,41,Similarity,gcn,16,8,ALDH1,-1.9986729841927802,gcn 16 8 ALDH1
5,45,Similarity,gcn,16,8,ALDH1,-1.468921651835081,gcn 16 8 ALDH1
6,49,Similarity,gcn,16,8,ALDH1,-1.244585402572235,gcn 16 8 ALDH1
7,62,Similarity,gcn,16,8,ALDH1,-1.2042727918427718,gcn 16 8 ALDH1
8,75,Similarity,gcn,16,8,ALDH1,-0.9900498339870221,gcn 16 8 ALDH1
9,85,Similarity,gcn,16,8,ALDH1,-0.8535284086343269,gcn 16 8 ALDH1
10,87,Similarity,gcn,16,8,ALDH1,-0.5348830181114157,gcn 16 8 ALDH1
11,93,Similarity,gcn,16,8,ALDH1,-0.2985670144987518,gcn 16 8 ALDH1
12,99,Similarity,gcn,16,8,ALDH1,0.19983472790187928,gcn 16 8 ALDH1
13,106,Similarity,gcn,16,8,ALDH1,0.6246600003067044,gcn 16 8 ALDH1
14,113,Similarity,gcn,16,8,ALDH1,0.667902712084024,gcn 16 8 ALDH1
15,122,Similarity,gcn,16,8,ALDH1,0.7862209386406449,gcn 16 8 ALDH1
0,1,Similarity,gcn,16,8,PKM2,0,gcn 16 8 PKM2
1,1,Similarity,gcn,16,8,PKM2,0,gcn 16 8 PKM2
2,1,Similarity,gcn,16,8,PKM2,0,gcn 16 8 PKM2
3,1,Similarity,gcn,16,8,PKM2,0,gcn 16 8 PKM2
4,2,Similarity,gcn,16,8,PKM2,-0.6243072920215642,gcn 16 8 PKM2
5,5,Similarity,gcn,16,8,PKM2,-1.720324914840269,gcn 16 8 PKM2
6,11,Similarity,gcn,16,8,PKM2,-3.181440831481704,gcn 16 8 PKM2
7,16,Similarity,gcn,16,8,PKM2,-5.4240115639651965,gcn 16 8 PKM2
8,16,Similarity,gcn,16,8,PKM2,-4.608081302570745,gcn 16 8 PKM2
9,16,Similarity,gcn,16,8,PKM2,-3.459935359379764,gcn 16 8 PKM2
10,17,Similarity,gcn,16,8,PKM2,-2.8521797731590874,gcn 16 8 PKM2
11,20,Similarity,gcn,16,8,PKM2,-3.466412003322927,gcn 16 8 PKM2
12,20,Similarity,gcn,16,8,PKM2,-1.46069316675307,gcn 16 8 PKM2
13,21,Similarity,gcn,16,8,PKM2,0,gcn 16 8 PKM2
14,24,Similarity,gcn,16,8,PKM2,0.33084225107132426,gcn 16 8 PKM2
15,24,Similarity,gcn,16,8,PKM2,0.9479661760389275,gcn 16 8 PKM2
0,1,Similarity,gcn,16,8,VDR,0,gcn 16 8 VDR
1,1,Similarity,gcn,16,8,VDR,0,gcn 16 8 VDR
2,1,Similarity,gcn,16,8,VDR,0.7459942784304084,gcn 16 8 VDR
3,1,Similarity,gcn,16,8,VDR,0.669875691749963,gcn 16 8 VDR
4,1,Similarity,gcn,16,8,VDR,0.607852588753372,gcn 16 8 VDR
5,1,Similarity,gcn,16,8,VDR,0.5563415000760773,gcn 16 8 VDR
6,1,Similarity,gcn,16,8,VDR,0.512878753603678,gcn 16 8 VDR
7,1,Similarity,gcn,16,8,VDR,0.4757147632397731,gcn 16 8 VDR
8,1,Similarity,gcn,16,8,VDR,0.4435727905096462,gcn 16 8 VDR
9,1,Similarity,gcn,16,8,VDR,0.4154993132342904,gcn 16 8 VDR
10,1,Similarity,gcn,16,8,VDR,0.3907678326210992,gcn 16 8 VDR
11,1,Similarity,gcn,16,8,VDR,0.3688151041618636,gcn 16 8 VDR
12,1,Similarity,gcn,16,8,VDR,0.3491977199149128,gcn 16 8 VDR
13,1,Similarity,gcn,16,8,VDR,0.3315618473909848,gcn 16 8 VDR
14,1,Similarity,gcn,16,8,VDR,0.31562169742949964,gcn 16 8 VDR
15,1,Similarity,gcn,16,8,VDR,0.3011439182326746,gcn 16 8 VDR
0,1,Similarity,gcn,16,9,ALDH1,0,gcn 16 9 ALDH1
1,2,Similarity,gcn,16,9,ALDH1,0.2024975311195753,gcn 16 9 ALDH1
2,3,Similarity,gcn,16,9,ALDH1,0.615099691655023,gcn 16 9 ALDH1
3,7,Similarity,gcn,16,9,ALDH1,0.3533820068273218,gcn 16 9 ALDH1
4,11,Similarity,gcn,16,9,ALDH1,0.8270370969073574,gcn 16 9 ALDH1
5,14,Similarity,gcn,16,9,ALDH1,1.1299397321808318,gcn 16 9 ALDH1
6,20,Similarity,gcn,16,9,ALDH1,1.3881914105613384,gcn 16 9 ALDH1
7,25,Similarity,gcn,16,9,ALDH1,1.5364859757993985,gcn 16 9 ALDH1
8,30,Similarity,gcn,16,9,ALDH1,1.6500830566450364,gcn 16 9 ALDH1
9,33,Similarity,gcn,16,9,ALDH1,1.8711968958521783,gcn 16 9 ALDH1
10,37,Similarity,gcn,16,9,ALDH1,2.0206691795320153,gcn 16 9 ALDH1
11,50,Similarity,gcn,16,9,ALDH1,1.927114366310124,gcn 16 9 ALDH1
12,60,Similarity,gcn,16,9,ALDH1,1.7485538691414453,gcn 16 9 ALDH1
13,65,Similarity,gcn,16,9,ALDH1,1.804573334219369,gcn 16 9 ALDH1
14,73,Similarity,gcn,16,9,ALDH1,1.8313461460368405,gcn 16 9 ALDH1
15,80,Similarity,gcn,16,9,ALDH1,1.7941965010004461,gcn 16 9 ALDH1
0,2,Similarity,gcn,16,9,PKM2,0,gcn 16 9 PKM2
1,2,Similarity,gcn,16,9,PKM2,0,gcn 16 9 PKM2
2,2,Similarity,gcn,16,9,PKM2,0,gcn 16 9 PKM2
3,2,Similarity,gcn,16,9,PKM2,0.6850751027970321,gcn 16 9 PKM2
4,2,Similarity,gcn,16,9,PKM2,1.2486145840431284,gcn 16 9 PKM2
5,2,Similarity,gcn,16,9,PKM2,1.1468832765601795,gcn 16 9 PKM2
6,2,Similarity,gcn,16,9,PKM2,2.1209605543211363,gcn 16 9 PKM2
7,2,Similarity,gcn,16,9,PKM2,1.9723678414418893,gcn 16 9 PKM2
8,2,Similarity,gcn,16,9,PKM2,1.8432325210282983,gcn 16 9 PKM2
9,3,Similarity,gcn,16,9,PKM2,1.2974757597674114,gcn 16 9 PKM2
10,3,Similarity,gcn,16,9,PKM2,1.6298170132337646,gcn 16 9 PKM2
11,3,Similarity,gcn,16,9,PKM2,1.925784446290515,gcn 16 9 PKM2
12,3,Similarity,gcn,16,9,PKM2,1.8258664584413384,gcn 16 9 PKM2
13,3,Similarity,gcn,16,9,PKM2,2.082966481597701,gcn 16 9 PKM2
14,3,Similarity,gcn,16,9,PKM2,1.9850535064279455,gcn 16 9 PKM2
15,3,Similarity,gcn,16,9,PKM2,1.8959323520778546,gcn 16 9 PKM2
0,1,Similarity,gcn,16,9,VDR,0,gcn 16 9 VDR
1,3,Similarity,gcn,16,9,VDR,0,gcn 16 9 VDR
2,4,Similarity,gcn,16,9,VDR,0.7459942784304086,gcn 16 9 VDR
3,4,Similarity,gcn,16,9,VDR,0.6698756917499633,gcn 16 9 VDR
4,5,Similarity,gcn,16,9,VDR,1.823557766260116,gcn 16 9 VDR
5,6,Similarity,gcn,16,9,VDR,1.6690245002282316,gcn 16 9 VDR
6,8,Similarity,gcn,16,9,VDR,1.0257575072073557,gcn 16 9 VDR
7,10,Similarity,gcn,16,9,VDR,0,gcn 16 9 VDR
8,11,Similarity,gcn,16,9,VDR,-0.4435727905096467,gcn 16 9 VDR
9,13,Similarity,gcn,16,9,VDR,-1.2464979397028708,gcn 16 9 VDR
10,14,Similarity,gcn,16,9,VDR,-1.5630713304843962,gcn 16 9 VDR
11,14,Similarity,gcn,16,9,VDR,-1.4752604166474548,gcn 16 9 VDR
12,15,Similarity,gcn,16,9,VDR,-1.7459885995745639,gcn 16 9 VDR
13,15,Similarity,gcn,16,9,VDR,-1.657809236954924,gcn 16 9 VDR
14,16,Similarity,gcn,16,9,VDR,-1.262486789717999,gcn 16 9 VDR
15,17,Similarity,gcn,16,9,VDR,-1.505719591163373,gcn 16 9 VDR
0,1,Similarity,gcn,2,0,ALDH1,0,gcn 2 0 ALDH1
1,9,Similarity,gcn,2,0,ALDH1,-0.7074984628408807,gcn 2 0 ALDH1
2,17,Similarity,gcn,2,0,ALDH1,-0.4037291766143656,gcn 2 0 ALDH1
3,27,Similarity,gcn,2,0,ALDH1,0.4707585637303553,gcn 2 0 ALDH1
4,37,Similarity,gcn,2,0,ALDH1,-0.14480594548164838,gcn 2 0 ALDH1
5,50,Similarity,gcn,2,0,ALDH1,-0.2940827119149536,gcn 2 0 ALDH1
6,66,Similarity,gcn,2,0,ALDH1,-0.24761728546826456,gcn 2 0 ALDH1
7,81,Similarity,gcn,2,0,ALDH1,-0.42766325593708565,gcn 2 0 ALDH1
8,92,Similarity,gcn,2,0,ALDH1,-0.03763173668788111,gcn 2 0 ALDH1
9,99,Similarity,gcn,2,0,ALDH1,0.06719584044126048,gcn 2 0 ALDH1
10,101,Similarity,gcn,2,0,ALDH1,0.12138066016266924,gcn 2 0 ALDH1
11,106,Similarity,gcn,2,0,ALDH1,0.2766664173818083,gcn 2 0 ALDH1
12,115,Similarity,gcn,2,0,ALDH1,0.07626787180240857,gcn 2 0 ALDH1
13,115,Similarity,gcn,2,0,ALDH1,0.2586684824455392,gcn 2 0 ALDH1
14,116,Similarity,gcn,2,0,ALDH1,0.34998759072260555,gcn 2 0 ALDH1
15,120,Similarity,gcn,2,0,ALDH1,0.3067087103260957,gcn 2 0 ALDH1
0,1,Similarity,gcn,2,0,PKM2,0,gcn 2 0 PKM2
1,1,Similarity,gcn,2,0,PKM2,0,gcn 2 0 PKM2
2,1,Similarity,gcn,2,0,PKM2,0,gcn 2 0 PKM2
3,2,Similarity,gcn,2,0,PKM2,-0.7000476240302645,gcn 2 0 PKM2
4,2,Similarity,gcn,2,0,PKM2,-0.63671732681927,gcn 2 0 PKM2
5,3,Similarity,gcn,2,0,PKM2,-1.1677897393049215,gcn 2 0 PKM2
6,4,Similarity,gcn,2,0,PKM2,-1.6174961438748827,gcn 2 0 PKM2
7,4,Similarity,gcn,2,0,PKM2,-1.502403920643511,gcn 2 0 PKM2
8,4,Similarity,gcn,2,0,PKM2,-1.4026023689874805,gcn 2 0 PKM2
9,4,Similarity,gcn,2,0,PKM2,-1.3152341161625376,gcn 2 0 PKM2
10,4,Similarity,gcn,2,0,PKM2,-1.2381119869724317,gcn 2 0 PKM2
11,4,Similarity,gcn,2,0,PKM2,-1.1695333937210168,gcn 2 0 PKM2
12,4,Similarity,gcn,2,0,PKM2,-0.7387687826766574,gcn 2 0 PKM2
13,4,Similarity,gcn,2,0,PKM2,-0.7019296497773136,gcn 2 0 PKM2
14,4,Similarity,gcn,2,0,PKM2,-0.33429501071139156,gcn 2 0 PKM2
15,4,Similarity,gcn,2,0,PKM2,0,gcn 2 0 PKM2
0,1,Similarity,gcn,2,0,VDR,0,gcn 2 0 VDR
1,4,Similarity,gcn,2,0,VDR,-2.598051510073225,gcn 2 0 VDR
2,5,Similarity,gcn,2,0,VDR,-2.295274811530776,gcn 2 0 VDR
3,5,Similarity,gcn,2,0,VDR,-2.0557033237677773,gcn 2 0 VDR
4,5,Similarity,gcn,2,0,VDR,-1.240944157794723,gcn 2 0 VDR
5,5,Similarity,gcn,2,0,VDR,-1.133788400828118,gcn 2 0 VDR
6,5,Similarity,gcn,2,0,VDR,-1.0436675180950281,gcn 2 0 VDR
7,5,Similarity,gcn,2,0,VDR,-0.9668184907415451,gcn 2 0 VDR
8,6,Similarity,gcn,2,0,VDR,-1.3507659375213248,gcn 2 0 VDR
9,6,Similarity,gcn,2,0,VDR,-1.2640714050922592,gcn 2 0 VDR
10,7,Similarity,gcn,2,0,VDR,-1.5837788305949234,gcn 2 0 VDR
11,7,Similarity,gcn,2,0,VDR,-1.493692871506036,gcn 2 0 VDR
12,7,Similarity,gcn,2,0,VDR,-1.4133036096354434,gcn 2 0 VDR
13,8,Similarity,gcn,2,0,VDR,-1.6764067470051016,gcn 2 0 VDR
14,8,Similarity,gcn,2,0,VDR,-1.5949516663226802,gcn 2 0 VDR
15,8,Similarity,gcn,2,0,VDR,-1.5210454499076036,gcn 2 0 VDR
0,1,Similarity,gcn,2,1,ALDH1,0,gcn 2 1 ALDH1
1,4,Similarity,gcn,2,1,ALDH1,-0.23583282094696023,gcn 2 1 ALDH1
2,17,Similarity,gcn,2,1,ALDH1,-1.3457639220478854,gcn 2 1 ALDH1
3,29,Similarity,gcn,2,1,ALDH1,-1.6005791166832093,gcn 2 1 ALDH1
4,47,Similarity,gcn,2,1,ALDH1,-0.8688356728898912,gcn 2 1 ALDH1
5,57,Similarity,gcn,2,1,ALDH1,-0.9998812205108414,gcn 2 1 ALDH1
6,67,Similarity,gcn,2,1,ALDH1,-1.039992598966712,gcn 2 1 ALDH1
7,75,Similarity,gcn,2,1,ALDH1,-0.7697938606867543,gcn 2 1 ALDH1
8,80,Similarity,gcn,2,1,ALDH1,-0.6021077870060969,gcn 2 1 ALDH1
9,94,Similarity,gcn,2,1,ALDH1,-0.7055563246332293,gcn 2 1 ALDH1
10,104,Similarity,gcn,2,1,ALDH1,-0.8193194560980168,gcn 2 1 ALDH1
11,106,Similarity,gcn,2,1,ALDH1,-0.4703329095490738,gcn 2 1 ALDH1
12,112,Similarity,gcn,2,1,ALDH1,-0.4830298547485854,gcn 2 1 ALDH1
13,124,Similarity,gcn,2,1,ALDH1,-0.6349135478208692,gcn 2 1 ALDH1
14,132,Similarity,gcn,2,1,ALDH1,-0.5468556105040712,gcn 2 1 ALDH1
15,146,Similarity,gcn,2,1,ALDH1,-0.6747591627174101,gcn 2 1 ALDH1
0,1,Similarity,gcn,2,1,PKM2,0,gcn 2 1 PKM2
1,1,Similarity,gcn,2,1,PKM2,0,gcn 2 1 PKM2
2,1,Similarity,gcn,2,1,PKM2,0,gcn 2 1 PKM2
3,1,Similarity,gcn,2,1,PKM2,0,gcn 2 1 PKM2
4,2,Similarity,gcn,2,1,PKM2,-0.63671732681927,gcn 2 1 PKM2
5,2,Similarity,gcn,2,1,PKM2,-0.5838948696524608,gcn 2 1 PKM2
6,2,Similarity,gcn,2,1,PKM2,-0.5391653812916276,gcn 2 1 PKM2
7,2,Similarity,gcn,2,1,PKM2,-0.5008013068811703,gcn 2 1 PKM2
8,2,Similarity,gcn,2,1,PKM2,-0.46753412299582675,gcn 2 1 PKM2
9,2,Similarity,gcn,2,1,PKM2,-0.4384113720541791,gcn 2 1 PKM2
10,2,Similarity,gcn,2,1,PKM2,-0.4127039956574773,gcn 2 1 PKM2
11,2,Similarity,gcn,2,1,PKM2,-0.3898444645736723,gcn 2 1 PKM2
12,2,Similarity,gcn,2,1,PKM2,-0.3693843913383287,gcn 2 1 PKM2
13,2,Similarity,gcn,2,1,PKM2,-0.35096482488865693,gcn 2 1 PKM2
14,2,Similarity,gcn,2,1,PKM2,-0.3342950107113916,gcn 2 1 PKM2
15,2,Similarity,gcn,2,1,PKM2,-0.31913692951669065,gcn 2 1 PKM2
0,1,Similarity,gcn,2,1,VDR,0,gcn 2 1 VDR
1,1,Similarity,gcn,2,1,VDR,0.866017170024408,gcn 2 1 VDR
2,1,Similarity,gcn,2,1,VDR,1.530183207687184,gcn 2 1 VDR
3,2,Similarity,gcn,2,1,VDR,1.3704688825118516,gcn 2 1 VDR
4,2,Similarity,gcn,2,1,VDR,1.2409441577947231,gcn 2 1 VDR
5,2,Similarity,gcn,2,1,VDR,1.1337884008281178,gcn 2 1 VDR
6,2,Similarity,gcn,2,1,VDR,1.043667518095028,gcn 2 1 VDR
7,2,Similarity,gcn,2,1,VDR,0.966818490741545,gcn 2 1 VDR
8,2,Similarity,gcn,2,1,VDR,0.9005106250142165,gcn 2 1 VDR
9,2,Similarity,gcn,2,1,VDR,0.8427142700615061,gcn 2 1 VDR
10,3,Similarity,gcn,2,1,VDR,0.3959447076487308,gcn 2 1 VDR
11,11,Similarity,gcn,2,1,VDR,-2.6139625251355634,gcn 2 1 VDR
12,11,Similarity,gcn,2,1,VDR,-2.4732813168620265,gcn 2 1 VDR
13,11,Similarity,gcn,2,1,VDR,-2.346969445807143,gcn 2 1 VDR
14,11,Similarity,gcn,2,1,VDR,-2.2329323328517523,gcn 2 1 VDR
15,11,Similarity,gcn,2,1,VDR,-2.129463629870645,gcn 2 1 VDR
0,1,Similarity,gcn,2,2,ALDH1,0,gcn 2 2 ALDH1
1,8,Similarity,gcn,2,2,ALDH1,0,gcn 2 2 ALDH1
2,24,Similarity,gcn,2,2,ALDH1,-2.0186458830718284,gcn 2 2 ALDH1
3,30,Similarity,gcn,2,2,ALDH1,-1.5064274039371377,gcn 2 2 ALDH1
4,39,Similarity,gcn,2,2,ALDH1,-1.7376713457797826,gcn 2 2 ALDH1
5,47,Similarity,gcn,2,2,ALDH1,-1.7056797291067298,gcn 2 2 ALDH1
6,49,Similarity,gcn,2,2,ALDH1,-1.4361802557159353,gcn 2 2 ALDH1
7,53,Similarity,gcn,2,2,ALDH1,-1.2402234422175482,gcn 2 2 ALDH1
8,59,Similarity,gcn,2,2,ALDH1,-1.128952100636432,gcn 2 2 ALDH1
9,66,Similarity,gcn,2,2,ALDH1,-1.108731367280789,gcn 2 2 ALDH1
10,80,Similarity,gcn,2,2,ALDH1,-1.1227711065046904,gcn 2 2 ALDH1
11,94,Similarity,gcn,2,2,ALDH1,-1.2449988782181372,gcn 2 2 ALDH1
12,104,Similarity,gcn,2,2,ALDH1,-1.2965538206409393,gcn 2 2 ALDH1
13,109,Similarity,gcn,2,2,ALDH1,-1.1052198795400316,gcn 2 2 ALDH1
14,122,Similarity,gcn,2,2,ALDH1,-1.181208118688794,gcn 2 2 ALDH1
15,125,Similarity,gcn,2,2,ALDH1,-1.0632568624637977,gcn 2 2 ALDH1
0,1,Similarity,gcn,2,2,PKM2,0,gcn 2 2 PKM2
1,1,Similarity,gcn,2,2,PKM2,0,gcn 2 2 PKM2
2,1,Similarity,gcn,2,2,PKM2,0,gcn 2 2 PKM2
3,2,Similarity,gcn,2,2,PKM2,-0.7000476240302645,gcn 2 2 PKM2
4,2,Similarity,gcn,2,2,PKM2,-0.63671732681927,gcn 2 2 PKM2
5,4,Similarity,gcn,2,2,PKM2,-1.7516846089573825,gcn 2 2 PKM2
6,4,Similarity,gcn,2,2,PKM2,-1.6174961438748827,gcn 2 2 PKM2
7,5,Similarity,gcn,2,2,PKM2,-2.0032052275246808,gcn 2 2 PKM2
8,6,Similarity,gcn,2,2,PKM2,-1.870136491983308,gcn 2 2 PKM2
9,6,Similarity,gcn,2,2,PKM2,-1.753645488216716,gcn 2 2 PKM2
10,6,Similarity,gcn,2,2,PKM2,-1.6508159826299091,gcn 2 2 PKM2
11,7,Similarity,gcn,2,2,PKM2,-1.559377858294689,gcn 2 2 PKM2
12,7,Similarity,gcn,2,2,PKM2,-1.477537565353315,gcn 2 2 PKM2
13,7,Similarity,gcn,2,2,PKM2,-1.0528944746659712,gcn 2 2 PKM2
14,7,Similarity,gcn,2,2,PKM2,-1.0028850321341747,gcn 2 2 PKM2
15,7,Similarity,gcn,2,2,PKM2,-0.6382738590333814,gcn 2 2 PKM2
0,1,Similarity,gcn,2,2,VDR,0,gcn 2 2 VDR
1,2,Similarity,gcn,2,2,VDR,-0.866017170024408,gcn 2 2 VDR
2,4,Similarity,gcn,2,2,VDR,-0.765091603843592,gcn 2 2 VDR
3,6,Similarity,gcn,2,2,VDR,-2.0557033237677773,gcn 2 2 VDR
4,7,Similarity,gcn,2,2,VDR,-2.4818883155894467,gcn 2 2 VDR
5,9,Similarity,gcn,2,2,VDR,-3.401365202484353,gcn 2 2 VDR
6,10,Similarity,gcn,2,2,VDR,-3.652836313332598,gcn 2 2 VDR
7,10,Similarity,gcn,2,2,VDR,-3.383864717595408,gcn 2 2 VDR
8,11,Similarity,gcn,2,2,VDR,-3.602042500056866,gcn 2 2 VDR
9,11,Similarity,gcn,2,2,VDR,-3.3708570802460245,gcn 2 2 VDR
10,12,Similarity,gcn,2,2,VDR,-3.563502368838578,gcn 2 2 VDR
11,13,Similarity,gcn,2,2,VDR,-3.7342321787650894,gcn 2 2 VDR
12,13,Similarity,gcn,2,2,VDR,-3.533259024088609,gcn 2 2 VDR
13,13,Similarity,gcn,2,2,VDR,-3.3528134940102037,gcn 2 2 VDR
14,13,Similarity,gcn,2,2,VDR,-3.1899033326453603,gcn 2 2 VDR
15,13,Similarity,gcn,2,2,VDR,-3.0420908998152068,gcn 2 2 VDR
0,1,Similarity,gcn,2,3,ALDH1,0,gcn 2 3 ALDH1
1,5,Similarity,gcn,2,3,ALDH1,-0.7074984628408805,gcn 2 3 ALDH1
2,20,Similarity,gcn,2,3,ALDH1,-2.2877986674814053,gcn 2 3 ALDH1
3,29,Similarity,gcn,2,3,ALDH1,-2.259641105905707,gcn 2 3 ALDH1
4,36,Similarity,gcn,2,3,ALDH1,-2.027283236743079,gcn 2 3 ALDH1
5,40,Similarity,gcn,2,3,ALDH1,-1.6468631867237393,gcn 2 3 ALDH1
6,47,Similarity,gcn,2,3,ALDH1,-1.5847506269968945,gcn 2 3 ALDH1
7,50,Similarity,gcn,2,3,ALDH1,-1.1546907910301312,gcn 2 3 ALDH1
8,55,Similarity,gcn,2,3,ALDH1,-0.865529943821264,gcn 2 3 ALDH1
9,63,Similarity,gcn,2,3,ALDH1,-0.8399480055157493,gcn 2 3 ALDH1
10,66,Similarity,gcn,2,3,ALDH1,-0.6372484658540132,gcn 2 3 ALDH1
11,68,Similarity,gcn,2,3,ALDH1,-0.4703329095490738,gcn 2 3 ALDH1
12,72,Similarity,gcn,2,3,ALDH1,-0.4576072308144492,gcn 2 3 ALDH1
13,76,Similarity,gcn,2,3,ALDH1,-0.4467910151332042,gcn 2 3 ALDH1
14,87,Similarity,gcn,2,3,ALDH1,-0.5031071616637457,gcn 2 3 ALDH1
15,98,Similarity,gcn,2,3,ALDH1,-0.572522925942045,gcn 2 3 ALDH1
0,1,Similarity,gcn,2,3,PKM2,0,gcn 2 3 PKM2
1,1,Similarity,gcn,2,3,PKM2,0,gcn 2 3 PKM2
2,1,Similarity,gcn,2,3,PKM2,0,gcn 2 3 PKM2
