train_cycle,seed,acquisition_method,architecture,bias,metric,value
8,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
8,2,BALD (least mutual information),mlp,random,MolWt,491.42900000000026
8,2,BALD (least mutual information),mlp,random,MolWt,477.5880000000003
8,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
8,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000001
8,2,BALD (least mutual information),mlp,random,MolWt,439.88000000000017
8,2,BALD (least mutual information),mlp,random,MolWt,456.4840000000002
8,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
8,2,BALD (least mutual information),mlp,random,MolWt,444.55300000000017
8,2,BALD (least mutual information),mlp,random,MolWt,472.5750000000002
8,2,BALD (least mutual information),mlp,random,MolWt,487.6900000000003
8,2,BALD (least mutual information),mlp,random,MolWt,375.479
8,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
8,2,BALD (least mutual information),mlp,random,MolWt,447.5570000000001
8,2,BALD (least mutual information),mlp,random,MolWt,542.5010000000003
8,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
8,2,BALD (least mutual information),mlp,random,MolWt,346.37200000000007
8,2,BALD (least mutual information),mlp,random,MolWt,499.6330000000005
8,2,BALD (least mutual information),mlp,random,MolWt,461.58400000000034
8,2,BALD (least mutual information),mlp,random,MolWt,429.45800000000025
8,2,BALD (least mutual information),mlp,random,MolWt,381.4210000000001
8,2,BALD (least mutual information),mlp,random,MolWt,487.6220000000005
8,2,BALD (least mutual information),mlp,random,MolWt,395.4440000000002
8,2,BALD (least mutual information),mlp,random,MolWt,342.384
8,2,BALD (least mutual information),mlp,random,MolWt,443.4450000000001
8,2,BALD (least mutual information),mlp,random,MolWt,482.5660000000003
8,2,BALD (least mutual information),mlp,random,MolWt,306.39100000000013
8,2,BALD (least mutual information),mlp,random,MolWt,497.82000000000016
8,2,BALD (least mutual information),mlp,random,MolWt,363.43700000000007
8,2,BALD (least mutual information),mlp,random,MolWt,433.5300000000003
8,2,BALD (least mutual information),mlp,random,MolWt,429.4580000000002
8,2,BALD (least mutual information),mlp,random,MolWt,445.5850000000002
8,2,BALD (least mutual information),mlp,random,MolWt,434.49900000000014
8,2,BALD (least mutual information),mlp,random,MolWt,367.4810000000001
8,2,BALD (least mutual information),mlp,random,MolWt,464.6110000000003
8,2,BALD (least mutual information),mlp,random,MolWt,366.8740000000002
8,2,BALD (least mutual information),mlp,random,MolWt,369.475
8,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
8,2,BALD (least mutual information),mlp,random,MolWt,352.84700000000015
9,2,BALD (least mutual information),mlp,random,MolWt,322.38800000000003
9,2,BALD (least mutual information),mlp,random,MolWt,390.8660000000001
9,2,BALD (least mutual information),mlp,random,MolWt,364.8160000000001
9,2,BALD (least mutual information),mlp,random,MolWt,330.40800000000013
9,2,BALD (least mutual information),mlp,random,MolWt,347.439
9,2,BALD (least mutual information),mlp,random,MolWt,453.52300000000025
9,2,BALD (least mutual information),mlp,random,MolWt,371.3920000000001
9,2,BALD (least mutual information),mlp,random,MolWt,372.4100000000001
9,2,BALD (least mutual information),mlp,random,MolWt,382.301
9,2,BALD (least mutual information),mlp,random,MolWt,477.58300000000014
9,2,BALD (least mutual information),mlp,random,MolWt,335.4120000000001
9,2,BALD (least mutual information),mlp,random,MolWt,319.34400000000005
9,2,BALD (least mutual information),mlp,random,MolWt,342.80600000000004
9,2,BALD (least mutual information),mlp,random,MolWt,349.439
9,2,BALD (least mutual information),mlp,random,MolWt,389.43500000000006
9,2,BALD (least mutual information),mlp,random,MolWt,361.4
9,2,BALD (least mutual information),mlp,random,MolWt,354.4280000000001
9,2,BALD (least mutual information),mlp,random,MolWt,311.4030000000001
9,2,BALD (least mutual information),mlp,random,MolWt,441.4830000000002
9,2,BALD (least mutual information),mlp,random,MolWt,307.35200000000003
9,2,BALD (least mutual information),mlp,random,MolWt,512.5500000000002
9,2,BALD (least mutual information),mlp,random,MolWt,401.51600000000013
9,2,BALD (least mutual information),mlp,random,MolWt,300.332
9,2,BALD (least mutual information),mlp,random,MolWt,333.3710000000001
9,2,BALD (least mutual information),mlp,random,MolWt,344.23600000000005
9,2,BALD (least mutual information),mlp,random,MolWt,354.43000000000006
9,2,BALD (least mutual information),mlp,random,MolWt,279.295
9,2,BALD (least mutual information),mlp,random,MolWt,439.42700000000025
9,2,BALD (least mutual information),mlp,random,MolWt,354.34600000000006
9,2,BALD (least mutual information),mlp,random,MolWt,500.6050000000003
9,2,BALD (least mutual information),mlp,random,MolWt,374.4210000000001
9,2,BALD (least mutual information),mlp,random,MolWt,504.54900000000026
9,2,BALD (least mutual information),mlp,random,MolWt,343.4100000000001
9,2,BALD (least mutual information),mlp,random,MolWt,265.268
9,2,BALD (least mutual information),mlp,random,MolWt,465.4160000000001
9,2,BALD (least mutual information),mlp,random,MolWt,412.4730000000001
9,2,BALD (least mutual information),mlp,random,MolWt,452.53800000000024
9,2,BALD (least mutual information),mlp,random,MolWt,380.4910000000002
9,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000003
9,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
9,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
9,2,BALD (least mutual information),mlp,random,MolWt,386.5200000000001
9,2,BALD (least mutual information),mlp,random,MolWt,442.45500000000015
9,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000002
9,2,BALD (least mutual information),mlp,random,MolWt,424.54400000000027
9,2,BALD (least mutual information),mlp,random,MolWt,478.59900000000016
9,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
9,2,BALD (least mutual information),mlp,random,MolWt,424.5440000000003
9,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
9,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
9,2,BALD (least mutual information),mlp,random,MolWt,327.4020000000001
9,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
9,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
9,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
9,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
9,2,BALD (least mutual information),mlp,random,MolWt,441.53100000000023
9,2,BALD (least mutual information),mlp,random,MolWt,479.4070000000004
9,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
9,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
9,2,BALD (least mutual information),mlp,random,MolWt,462.5240000000003
9,2,BALD (least mutual information),mlp,random,MolWt,382.50600000000026
9,2,BALD (least mutual information),mlp,random,MolWt,492.5750000000002
9,2,BALD (least mutual information),mlp,random,MolWt,479.407
9,2,BALD (least mutual information),mlp,random,MolWt,444.96200000000033
9,2,BALD (least mutual information),mlp,random,MolWt,452.59800000000024
9,2,BALD (least mutual information),mlp,random,MolWt,418.5150000000002
9,2,BALD (least mutual information),mlp,random,MolWt,364.4230000000001
9,2,BALD (least mutual information),mlp,random,MolWt,394.5180000000002
9,2,BALD (least mutual information),mlp,random,MolWt,479.6240000000005
9,2,BALD (least mutual information),mlp,random,MolWt,457.5990000000002
9,2,BALD (least mutual information),mlp,random,MolWt,370.4520000000002
9,2,BALD (least mutual information),mlp,random,MolWt,309.412
9,2,BALD (least mutual information),mlp,random,MolWt,448.5650000000002
9,2,BALD (least mutual information),mlp,random,MolWt,371.82400000000007
9,2,BALD (least mutual information),mlp,random,MolWt,439.5180000000001
9,2,BALD (least mutual information),mlp,random,MolWt,371.5100000000003
9,2,BALD (least mutual information),mlp,random,MolWt,406.5140000000001
9,2,BALD (least mutual information),mlp,random,MolWt,443.6160000000001
9,2,BALD (least mutual information),mlp,random,MolWt,339.43800000000005
9,2,BALD (least mutual information),mlp,random,MolWt,448.5910000000001
9,2,BALD (least mutual information),mlp,random,MolWt,400.5470000000003
9,2,BALD (least mutual information),mlp,random,MolWt,339.43800000000005
9,2,BALD (least mutual information),mlp,random,MolWt,440.4990000000003
9,2,BALD (least mutual information),mlp,random,MolWt,481.6400000000004
9,2,BALD (least mutual information),mlp,random,MolWt,323.34800000000007
9,2,BALD (least mutual information),mlp,random,MolWt,501.0450000000004
9,2,BALD (least mutual information),mlp,random,MolWt,474.59400000000034
9,2,BALD (least mutual information),mlp,random,MolWt,279.295
9,2,BALD (least mutual information),mlp,random,MolWt,293.32200000000006
9,2,BALD (least mutual information),mlp,random,MolWt,481.6400000000002
9,2,BALD (least mutual information),mlp,random,MolWt,437.5250000000002
9,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000001
9,2,BALD (least mutual information),mlp,random,MolWt,524.6440000000002
9,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
9,2,BALD (least mutual information),mlp,random,MolWt,491.42900000000026
9,2,BALD (least mutual information),mlp,random,MolWt,477.5880000000003
9,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
9,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000001
9,2,BALD (least mutual information),mlp,random,MolWt,439.88000000000017
9,2,BALD (least mutual information),mlp,random,MolWt,456.4840000000002
9,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
9,2,BALD (least mutual information),mlp,random,MolWt,444.55300000000017
9,2,BALD (least mutual information),mlp,random,MolWt,472.5750000000002
9,2,BALD (least mutual information),mlp,random,MolWt,487.6900000000003
9,2,BALD (least mutual information),mlp,random,MolWt,375.479
9,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
9,2,BALD (least mutual information),mlp,random,MolWt,447.5570000000001
9,2,BALD (least mutual information),mlp,random,MolWt,542.5010000000003
9,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
9,2,BALD (least mutual information),mlp,random,MolWt,346.37200000000007
9,2,BALD (least mutual information),mlp,random,MolWt,499.6330000000005
9,2,BALD (least mutual information),mlp,random,MolWt,461.58400000000034
9,2,BALD (least mutual information),mlp,random,MolWt,429.45800000000025
9,2,BALD (least mutual information),mlp,random,MolWt,381.4210000000001
9,2,BALD (least mutual information),mlp,random,MolWt,487.6220000000005
9,2,BALD (least mutual information),mlp,random,MolWt,395.4440000000002
9,2,BALD (least mutual information),mlp,random,MolWt,342.384
9,2,BALD (least mutual information),mlp,random,MolWt,443.4450000000001
9,2,BALD (least mutual information),mlp,random,MolWt,482.5660000000003
9,2,BALD (least mutual information),mlp,random,MolWt,306.39100000000013
9,2,BALD (least mutual information),mlp,random,MolWt,497.82000000000016
9,2,BALD (least mutual information),mlp,random,MolWt,363.43700000000007
9,2,BALD (least mutual information),mlp,random,MolWt,433.5300000000003
9,2,BALD (least mutual information),mlp,random,MolWt,429.4580000000002
9,2,BALD (least mutual information),mlp,random,MolWt,445.5850000000002
9,2,BALD (least mutual information),mlp,random,MolWt,434.49900000000014
9,2,BALD (least mutual information),mlp,random,MolWt,367.4810000000001
9,2,BALD (least mutual information),mlp,random,MolWt,464.6110000000003
9,2,BALD (least mutual information),mlp,random,MolWt,366.8740000000002
9,2,BALD (least mutual information),mlp,random,MolWt,369.475
9,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
9,2,BALD (least mutual information),mlp,random,MolWt,352.84700000000015
9,2,BALD (least mutual information),mlp,random,MolWt,325.43000000000006
9,2,BALD (least mutual information),mlp,random,MolWt,253.261
9,2,BALD (least mutual information),mlp,random,MolWt,340.83600000000007
9,2,BALD (least mutual information),mlp,random,MolWt,421.2760000000001
9,2,BALD (least mutual information),mlp,random,MolWt,341.454
9,2,BALD (least mutual information),mlp,random,MolWt,466.58300000000025
9,2,BALD (least mutual information),mlp,random,MolWt,466.0030000000002
9,2,BALD (least mutual information),mlp,random,MolWt,337.466
9,2,BALD (least mutual information),mlp,random,MolWt,319.51700000000005
9,2,BALD (least mutual information),mlp,random,MolWt,379.4530000000001
9,2,BALD (least mutual information),mlp,random,MolWt,367.49200000000013
9,2,BALD (least mutual information),mlp,random,MolWt,346.47400000000016
9,2,BALD (least mutual information),mlp,random,MolWt,345.38400000000007
9,2,BALD (least mutual information),mlp,random,MolWt,451.50800000000015
9,2,BALD (least mutual information),mlp,random,MolWt,487.6070000000003
9,2,BALD (least mutual information),mlp,random,MolWt,492.56300000000016
9,2,BALD (least mutual information),mlp,random,MolWt,361.4270000000001
10,2,BALD (least mutual information),mlp,random,MolWt,322.38800000000003
10,2,BALD (least mutual information),mlp,random,MolWt,390.8660000000001
10,2,BALD (least mutual information),mlp,random,MolWt,364.8160000000001
10,2,BALD (least mutual information),mlp,random,MolWt,330.40800000000013
10,2,BALD (least mutual information),mlp,random,MolWt,347.439
10,2,BALD (least mutual information),mlp,random,MolWt,453.52300000000025
10,2,BALD (least mutual information),mlp,random,MolWt,371.3920000000001
10,2,BALD (least mutual information),mlp,random,MolWt,372.4100000000001
10,2,BALD (least mutual information),mlp,random,MolWt,382.301
10,2,BALD (least mutual information),mlp,random,MolWt,477.58300000000014
10,2,BALD (least mutual information),mlp,random,MolWt,335.4120000000001
10,2,BALD (least mutual information),mlp,random,MolWt,319.34400000000005
10,2,BALD (least mutual information),mlp,random,MolWt,342.80600000000004
10,2,BALD (least mutual information),mlp,random,MolWt,349.439
10,2,BALD (least mutual information),mlp,random,MolWt,389.43500000000006
10,2,BALD (least mutual information),mlp,random,MolWt,361.4
10,2,BALD (least mutual information),mlp,random,MolWt,354.4280000000001
10,2,BALD (least mutual information),mlp,random,MolWt,311.4030000000001
10,2,BALD (least mutual information),mlp,random,MolWt,441.4830000000002
10,2,BALD (least mutual information),mlp,random,MolWt,307.35200000000003
10,2,BALD (least mutual information),mlp,random,MolWt,512.5500000000002
10,2,BALD (least mutual information),mlp,random,MolWt,401.51600000000013
10,2,BALD (least mutual information),mlp,random,MolWt,300.332
10,2,BALD (least mutual information),mlp,random,MolWt,333.3710000000001
10,2,BALD (least mutual information),mlp,random,MolWt,344.23600000000005
10,2,BALD (least mutual information),mlp,random,MolWt,354.43000000000006
10,2,BALD (least mutual information),mlp,random,MolWt,279.295
10,2,BALD (least mutual information),mlp,random,MolWt,439.42700000000025
10,2,BALD (least mutual information),mlp,random,MolWt,354.34600000000006
10,2,BALD (least mutual information),mlp,random,MolWt,500.6050000000003
10,2,BALD (least mutual information),mlp,random,MolWt,374.4210000000001
10,2,BALD (least mutual information),mlp,random,MolWt,504.54900000000026
10,2,BALD (least mutual information),mlp,random,MolWt,343.4100000000001
10,2,BALD (least mutual information),mlp,random,MolWt,265.268
10,2,BALD (least mutual information),mlp,random,MolWt,465.4160000000001
10,2,BALD (least mutual information),mlp,random,MolWt,412.4730000000001
10,2,BALD (least mutual information),mlp,random,MolWt,452.53800000000024
10,2,BALD (least mutual information),mlp,random,MolWt,380.4910000000002
10,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000003
10,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
10,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
10,2,BALD (least mutual information),mlp,random,MolWt,386.5200000000001
10,2,BALD (least mutual information),mlp,random,MolWt,442.45500000000015
10,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000002
10,2,BALD (least mutual information),mlp,random,MolWt,424.54400000000027
10,2,BALD (least mutual information),mlp,random,MolWt,478.59900000000016
10,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
10,2,BALD (least mutual information),mlp,random,MolWt,424.5440000000003
10,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
10,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
10,2,BALD (least mutual information),mlp,random,MolWt,327.4020000000001
10,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
10,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
10,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
10,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
10,2,BALD (least mutual information),mlp,random,MolWt,441.53100000000023
10,2,BALD (least mutual information),mlp,random,MolWt,479.4070000000004
10,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
10,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
10,2,BALD (least mutual information),mlp,random,MolWt,462.5240000000003
10,2,BALD (least mutual information),mlp,random,MolWt,382.50600000000026
10,2,BALD (least mutual information),mlp,random,MolWt,492.5750000000002
10,2,BALD (least mutual information),mlp,random,MolWt,479.407
10,2,BALD (least mutual information),mlp,random,MolWt,444.96200000000033
10,2,BALD (least mutual information),mlp,random,MolWt,452.59800000000024
10,2,BALD (least mutual information),mlp,random,MolWt,418.5150000000002
10,2,BALD (least mutual information),mlp,random,MolWt,364.4230000000001
10,2,BALD (least mutual information),mlp,random,MolWt,394.5180000000002
10,2,BALD (least mutual information),mlp,random,MolWt,479.6240000000005
10,2,BALD (least mutual information),mlp,random,MolWt,457.5990000000002
10,2,BALD (least mutual information),mlp,random,MolWt,370.4520000000002
10,2,BALD (least mutual information),mlp,random,MolWt,309.412
10,2,BALD (least mutual information),mlp,random,MolWt,448.5650000000002
10,2,BALD (least mutual information),mlp,random,MolWt,371.82400000000007
10,2,BALD (least mutual information),mlp,random,MolWt,439.5180000000001
10,2,BALD (least mutual information),mlp,random,MolWt,371.5100000000003
10,2,BALD (least mutual information),mlp,random,MolWt,406.5140000000001
10,2,BALD (least mutual information),mlp,random,MolWt,443.6160000000001
10,2,BALD (least mutual information),mlp,random,MolWt,339.43800000000005
10,2,BALD (least mutual information),mlp,random,MolWt,448.5910000000001
10,2,BALD (least mutual information),mlp,random,MolWt,400.5470000000003
10,2,BALD (least mutual information),mlp,random,MolWt,339.43800000000005
10,2,BALD (least mutual information),mlp,random,MolWt,440.4990000000003
10,2,BALD (least mutual information),mlp,random,MolWt,481.6400000000004
10,2,BALD (least mutual information),mlp,random,MolWt,323.34800000000007
10,2,BALD (least mutual information),mlp,random,MolWt,501.0450000000004
10,2,BALD (least mutual information),mlp,random,MolWt,474.59400000000034
10,2,BALD (least mutual information),mlp,random,MolWt,279.295
10,2,BALD (least mutual information),mlp,random,MolWt,293.32200000000006
10,2,BALD (least mutual information),mlp,random,MolWt,481.6400000000002
10,2,BALD (least mutual information),mlp,random,MolWt,437.5250000000002
10,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000001
10,2,BALD (least mutual information),mlp,random,MolWt,524.6440000000002
10,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
10,2,BALD (least mutual information),mlp,random,MolWt,491.42900000000026
10,2,BALD (least mutual information),mlp,random,MolWt,477.5880000000003
10,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
10,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000001
10,2,BALD (least mutual information),mlp,random,MolWt,439.88000000000017
10,2,BALD (least mutual information),mlp,random,MolWt,456.4840000000002
10,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
10,2,BALD (least mutual information),mlp,random,MolWt,444.55300000000017
10,2,BALD (least mutual information),mlp,random,MolWt,472.5750000000002
10,2,BALD (least mutual information),mlp,random,MolWt,487.6900000000003
10,2,BALD (least mutual information),mlp,random,MolWt,375.479
10,2,BALD (least mutual information),mlp,random,MolWt,450.5400000000002
10,2,BALD (least mutual information),mlp,random,MolWt,447.5570000000001
10,2,BALD (least mutual information),mlp,random,MolWt,542.5010000000003
10,2,BALD (least mutual information),mlp,random,MolWt,360.39900000000006
10,2,BALD (least mutual information),mlp,random,MolWt,346.37200000000007
10,2,BALD (least mutual information),mlp,random,MolWt,499.6330000000005
10,2,BALD (least mutual information),mlp,random,MolWt,461.58400000000034
10,2,BALD (least mutual information),mlp,random,MolWt,429.45800000000025
10,2,BALD (least mutual information),mlp,random,MolWt,381.4210000000001
10,2,BALD (least mutual information),mlp,random,MolWt,487.6220000000005
10,2,BALD (least mutual information),mlp,random,MolWt,395.4440000000002
10,2,BALD (least mutual information),mlp,random,MolWt,342.384
10,2,BALD (least mutual information),mlp,random,MolWt,443.4450000000001
10,2,BALD (least mutual information),mlp,random,MolWt,482.5660000000003
10,2,BALD (least mutual information),mlp,random,MolWt,306.39100000000013
10,2,BALD (least mutual information),mlp,random,MolWt,497.82000000000016
10,2,BALD (least mutual information),mlp,random,MolWt,363.43700000000007
10,2,BALD (least mutual information),mlp,random,MolWt,433.5300000000003
10,2,BALD (least mutual information),mlp,random,MolWt,429.4580000000002
10,2,BALD (least mutual information),mlp,random,MolWt,445.5850000000002
10,2,BALD (least mutual information),mlp,random,MolWt,434.49900000000014
10,2,BALD (least mutual information),mlp,random,MolWt,367.4810000000001
10,2,BALD (least mutual information),mlp,random,MolWt,464.6110000000003
10,2,BALD (least mutual information),mlp,random,MolWt,366.8740000000002
10,2,BALD (least mutual information),mlp,random,MolWt,369.475
10,2,BALD (least mutual information),mlp,random,MolWt,451.39700000000016
10,2,BALD (least mutual information),mlp,random,MolWt,352.84700000000015
10,2,BALD (least mutual information),mlp,random,MolWt,325.43000000000006
10,2,BALD (least mutual information),mlp,random,MolWt,253.261
10,2,BALD (least mutual information),mlp,random,MolWt,340.83600000000007
10,2,BALD (least mutual information),mlp,random,MolWt,421.2760000000001
10,2,BALD (least mutual information),mlp,random,MolWt,341.454
10,2,BALD (least mutual information),mlp,random,MolWt,466.58300000000025
10,2,BALD (least mutual information),mlp,random,MolWt,466.0030000000002
10,2,BALD (least mutual information),mlp,random,MolWt,337.466
10,2,BALD (least mutual information),mlp,random,MolWt,319.51700000000005
10,2,BALD (least mutual information),mlp,random,MolWt,379.4530000000001
10,2,BALD (least mutual information),mlp,random,MolWt,367.49200000000013
10,2,BALD (least mutual information),mlp,random,MolWt,346.47400000000016
10,2,BALD (least mutual information),mlp,random,MolWt,345.38400000000007
10,2,BALD (least mutual information),mlp,random,MolWt,451.50800000000015
10,2,BALD (least mutual information),mlp,random,MolWt,487.6070000000003
10,2,BALD (least mutual information),mlp,random,MolWt,492.56300000000016
10,2,BALD (least mutual information),mlp,random,MolWt,361.4270000000001
10,2,BALD (least mutual information),mlp,random,MolWt,468.9660000000001
10,2,BALD (least mutual information),mlp,random,MolWt,413.4990000000002
10,2,BALD (least mutual information),mlp,random,MolWt,417.50200000000024
10,2,BALD (least mutual information),mlp,random,MolWt,415.4490000000002
10,2,BALD (least mutual information),mlp,random,MolWt,472.5670000000003
10,2,BALD (least mutual information),mlp,random,MolWt,356.45500000000027
10,2,BALD (least mutual information),mlp,random,MolWt,375.4540000000001
10,2,BALD (least mutual information),mlp,random,MolWt,365.47600000000017
10,2,BALD (least mutual information),mlp,random,MolWt,287.45
10,2,BALD (least mutual information),mlp,random,MolWt,303.449
10,2,BALD (least mutual information),mlp,random,MolWt,410.28600000000006
10,2,BALD (least mutual information),mlp,random,MolWt,385.89400000000023
10,2,BALD (least mutual information),mlp,random,MolWt,335.4940000000001
10,2,BALD (least mutual information),mlp,random,MolWt,438.5780000000002
10,2,BALD (least mutual information),mlp,random,MolWt,347.4000000000001
10,2,BALD (least mutual information),mlp,random,MolWt,428.53200000000015
10,2,BALD (least mutual information),mlp,random,MolWt,323.48300000000006
10,2,BALD (least mutual information),mlp,random,MolWt,431.5580000000002
10,2,BALD (least mutual information),mlp,random,MolWt,345.42800000000017
10,2,BALD (least mutual information),mlp,random,MolWt,351.4490000000002
10,2,BALD (least mutual information),mlp,random,MolWt,348.4720000000002
10,2,BALD (least mutual information),mlp,random,MolWt,402.52400000000017
11,2,BALD (least mutual information),mlp,random,MolWt,322.38800000000003
11,2,BALD (least mutual information),mlp,random,MolWt,390.8660000000001
11,2,BALD (least mutual information),mlp,random,MolWt,364.8160000000001
11,2,BALD (least mutual information),mlp,random,MolWt,330.40800000000013
11,2,BALD (least mutual information),mlp,random,MolWt,347.439
11,2,BALD (least mutual information),mlp,random,MolWt,453.52300000000025
11,2,BALD (least mutual information),mlp,random,MolWt,371.3920000000001
11,2,BALD (least mutual information),mlp,random,MolWt,372.4100000000001
11,2,BALD (least mutual information),mlp,random,MolWt,382.301
11,2,BALD (least mutual information),mlp,random,MolWt,477.58300000000014
11,2,BALD (least mutual information),mlp,random,MolWt,335.4120000000001
11,2,BALD (least mutual information),mlp,random,MolWt,319.34400000000005
11,2,BALD (least mutual information),mlp,random,MolWt,342.80600000000004
11,2,BALD (least mutual information),mlp,random,MolWt,349.439
11,2,BALD (least mutual information),mlp,random,MolWt,389.43500000000006
11,2,BALD (least mutual information),mlp,random,MolWt,361.4
11,2,BALD (least mutual information),mlp,random,MolWt,354.4280000000001
11,2,BALD (least mutual information),mlp,random,MolWt,311.4030000000001
11,2,BALD (least mutual information),mlp,random,MolWt,441.4830000000002
11,2,BALD (least mutual information),mlp,random,MolWt,307.35200000000003
11,2,BALD (least mutual information),mlp,random,MolWt,512.5500000000002
11,2,BALD (least mutual information),mlp,random,MolWt,401.51600000000013
11,2,BALD (least mutual information),mlp,random,MolWt,300.332
11,2,BALD (least mutual information),mlp,random,MolWt,333.3710000000001
11,2,BALD (least mutual information),mlp,random,MolWt,344.23600000000005
11,2,BALD (least mutual information),mlp,random,MolWt,354.43000000000006
11,2,BALD (least mutual information),mlp,random,MolWt,279.295
11,2,BALD (least mutual information),mlp,random,MolWt,439.42700000000025
11,2,BALD (least mutual information),mlp,random,MolWt,354.34600000000006
11,2,BALD (least mutual information),mlp,random,MolWt,500.6050000000003
11,2,BALD (least mutual information),mlp,random,MolWt,374.4210000000001
11,2,BALD (least mutual information),mlp,random,MolWt,504.54900000000026
11,2,BALD (least mutual information),mlp,random,MolWt,343.4100000000001
11,2,BALD (least mutual information),mlp,random,MolWt,265.268
11,2,BALD (least mutual information),mlp,random,MolWt,465.4160000000001
11,2,BALD (least mutual information),mlp,random,MolWt,412.4730000000001
11,2,BALD (least mutual information),mlp,random,MolWt,452.53800000000024
11,2,BALD (least mutual information),mlp,random,MolWt,380.4910000000002
11,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000003
11,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
11,2,BALD (least mutual information),mlp,random,MolWt,396.49000000000024
11,2,BALD (least mutual information),mlp,random,MolWt,386.5200000000001
11,2,BALD (least mutual information),mlp,random,MolWt,442.45500000000015
11,2,BALD (least mutual information),mlp,random,MolWt,410.5170000000002
11,2,BALD (least mutual information),mlp,random,MolWt,424.54400000000027
11,2,BALD (least mutual information),mlp,random,MolWt,478.59900000000016
11,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
11,2,BALD (least mutual information),mlp,random,MolWt,424.5440000000003
11,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
11,2,BALD (least mutual information),mlp,random,MolWt,412.48900000000026
11,2,BALD (least mutual information),mlp,random,MolWt,327.4020000000001
11,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
11,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
11,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
11,2,BALD (least mutual information),mlp,random,MolWt,331.37500000000006
11,2,BALD (least mutual information),mlp,random,MolWt,441.53100000000023
11,2,BALD (least mutual information),mlp,random,MolWt,479.4070000000004
11,2,BALD (least mutual information),mlp,random,MolWt,437.56800000000027
11,2,BALD (least mutual information),mlp,random,MolWt,430.9350000000003
11,2,BALD (least mutual information),mlp,random,MolWt,462.5240000000003
11,2,BALD (least mutual information),mlp,random,MolWt,382.50600000000026
11,2,BALD (least mutual information),mlp,random,MolWt,492.5750000000002
11,2,BALD (least mutual information),mlp,random,MolWt,479.407
11,2,BALD (least mutual information),mlp,random,MolWt,444.96200000000033
11,2,BALD (least mutual information),mlp,random,MolWt,452.59800000000024
11,2,BALD (least mutual information),mlp,random,MolWt,418.5150000000002
11,2,BALD (least mutual information),mlp,random,MolWt,364.4230000000001
11,2,BALD (least mutual information),mlp,random,MolWt,394.5180000000002
11,2,BALD (least mutual information),mlp,random,MolWt,479.6240000000005
