train_cycle,seed,acquisition_method,architecture,bias,metric,value
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,102.01
8,2,BALD (least mutual information),mlp,random,TPSA,102.01
8,2,BALD (least mutual information),mlp,random,TPSA,72.91
8,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,111.24
8,2,BALD (least mutual information),mlp,random,TPSA,94.14
8,2,BALD (least mutual information),mlp,random,TPSA,120.03
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,83.99
8,2,BALD (least mutual information),mlp,random,TPSA,84.93999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,93.73
8,2,BALD (least mutual information),mlp,random,TPSA,83.55
8,2,BALD (least mutual information),mlp,random,TPSA,96.02
8,2,BALD (least mutual information),mlp,random,TPSA,96.02
8,2,BALD (least mutual information),mlp,random,TPSA,96.68999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,55.4
8,2,BALD (least mutual information),mlp,random,TPSA,89.38000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,73.22
8,2,BALD (least mutual information),mlp,random,TPSA,90.41
8,2,BALD (least mutual information),mlp,random,TPSA,72.7
8,2,BALD (least mutual information),mlp,random,TPSA,101.05
8,2,BALD (least mutual information),mlp,random,TPSA,86.78999999999999
8,2,BALD (least mutual information),mlp,random,TPSA,64.63
8,2,BALD (least mutual information),mlp,random,TPSA,92.34
8,2,BALD (least mutual information),mlp,random,TPSA,83.55
8,2,BALD (least mutual information),mlp,random,TPSA,64.63
8,2,BALD (least mutual information),mlp,random,TPSA,111.24
8,2,BALD (least mutual information),mlp,random,TPSA,96.01999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,64.63
8,2,BALD (least mutual information),mlp,random,TPSA,102.01
8,2,BALD (least mutual information),mlp,random,TPSA,103.41
8,2,BALD (least mutual information),mlp,random,TPSA,55.4
8,2,BALD (least mutual information),mlp,random,TPSA,55.4
8,2,BALD (least mutual information),mlp,random,TPSA,96.02
8,2,BALD (least mutual information),mlp,random,TPSA,87.97000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,97.22
8,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,104.08
8,2,BALD (least mutual information),mlp,random,TPSA,107.96
8,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,105.23
8,2,BALD (least mutual information),mlp,random,TPSA,129.49
8,2,BALD (least mutual information),mlp,random,TPSA,89.12
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,144.79
8,2,BALD (least mutual information),mlp,random,TPSA,82.94999999999999
8,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,89.12
8,2,BALD (least mutual information),mlp,random,TPSA,96.97
8,2,BALD (least mutual information),mlp,random,TPSA,94.85
8,2,BALD (least mutual information),mlp,random,TPSA,107.96
8,2,BALD (least mutual information),mlp,random,TPSA,107.96
8,2,BALD (least mutual information),mlp,random,TPSA,88.18
8,2,BALD (least mutual information),mlp,random,TPSA,96.97
8,2,BALD (least mutual information),mlp,random,TPSA,109.62000000000002
8,2,BALD (least mutual information),mlp,random,TPSA,100.61
8,2,BALD (least mutual information),mlp,random,TPSA,96.97
8,2,BALD (least mutual information),mlp,random,TPSA,99
8,2,BALD (least mutual information),mlp,random,TPSA,94.82
8,2,BALD (least mutual information),mlp,random,TPSA,154.17000000000002
8,2,BALD (least mutual information),mlp,random,TPSA,111.46999999999998
8,2,BALD (least mutual information),mlp,random,TPSA,62.06
8,2,BALD (least mutual information),mlp,random,TPSA,92.78
8,2,BALD (least mutual information),mlp,random,TPSA,59.84
8,2,BALD (least mutual information),mlp,random,TPSA,96.97
8,2,BALD (least mutual information),mlp,random,TPSA,109.62
8,2,BALD (least mutual information),mlp,random,TPSA,78.95
8,2,BALD (least mutual information),mlp,random,TPSA,127.35
8,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,70.92
8,2,BALD (least mutual information),mlp,random,TPSA,69.9
8,2,BALD (least mutual information),mlp,random,TPSA,65.72
8,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
8,2,BALD (least mutual information),mlp,random,TPSA,69.9
9,2,BALD (least mutual information),mlp,random,TPSA,49.56000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,53.85
9,2,BALD (least mutual information),mlp,random,TPSA,91.37
9,2,BALD (least mutual information),mlp,random,TPSA,66.84
9,2,BALD (least mutual information),mlp,random,TPSA,37.38
9,2,BALD (least mutual information),mlp,random,TPSA,123.69
9,2,BALD (least mutual information),mlp,random,TPSA,72.47
9,2,BALD (least mutual information),mlp,random,TPSA,114.94
9,2,BALD (least mutual information),mlp,random,TPSA,63.68
9,2,BALD (least mutual information),mlp,random,TPSA,117.95
9,2,BALD (least mutual information),mlp,random,TPSA,78.48
9,2,BALD (least mutual information),mlp,random,TPSA,91.62
9,2,BALD (least mutual information),mlp,random,TPSA,49.56
9,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,96.94
9,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,63.68
9,2,BALD (least mutual information),mlp,random,TPSA,81.70000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,54.89
9,2,BALD (least mutual information),mlp,random,TPSA,148.67000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,105.23
9,2,BALD (least mutual information),mlp,random,TPSA,31.1
9,2,BALD (least mutual information),mlp,random,TPSA,91.62
9,2,BALD (least mutual information),mlp,random,TPSA,43.99
9,2,BALD (least mutual information),mlp,random,TPSA,69.78999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,63.24
9,2,BALD (least mutual information),mlp,random,TPSA,107.36
9,2,BALD (least mutual information),mlp,random,TPSA,117.38
9,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,76.13
9,2,BALD (least mutual information),mlp,random,TPSA,125.54
9,2,BALD (least mutual information),mlp,random,TPSA,78.48
9,2,BALD (least mutual information),mlp,random,TPSA,63.24
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,98.79
9,2,BALD (least mutual information),mlp,random,TPSA,98.79
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,125.09
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,102.01
9,2,BALD (least mutual information),mlp,random,TPSA,102.01
9,2,BALD (least mutual information),mlp,random,TPSA,72.91
9,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,111.24
9,2,BALD (least mutual information),mlp,random,TPSA,94.14
9,2,BALD (least mutual information),mlp,random,TPSA,120.03
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,83.99
9,2,BALD (least mutual information),mlp,random,TPSA,84.93999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,93.73
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,96.02
9,2,BALD (least mutual information),mlp,random,TPSA,96.02
9,2,BALD (least mutual information),mlp,random,TPSA,96.68999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,55.4
9,2,BALD (least mutual information),mlp,random,TPSA,89.38000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,73.22
9,2,BALD (least mutual information),mlp,random,TPSA,90.41
9,2,BALD (least mutual information),mlp,random,TPSA,72.7
9,2,BALD (least mutual information),mlp,random,TPSA,101.05
9,2,BALD (least mutual information),mlp,random,TPSA,86.78999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,64.63
9,2,BALD (least mutual information),mlp,random,TPSA,92.34
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,64.63
9,2,BALD (least mutual information),mlp,random,TPSA,111.24
9,2,BALD (least mutual information),mlp,random,TPSA,96.01999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,64.63
9,2,BALD (least mutual information),mlp,random,TPSA,102.01
9,2,BALD (least mutual information),mlp,random,TPSA,103.41
9,2,BALD (least mutual information),mlp,random,TPSA,55.4
9,2,BALD (least mutual information),mlp,random,TPSA,55.4
9,2,BALD (least mutual information),mlp,random,TPSA,96.02
9,2,BALD (least mutual information),mlp,random,TPSA,87.97000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,97.22
9,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,104.08
9,2,BALD (least mutual information),mlp,random,TPSA,107.96
9,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,105.23
9,2,BALD (least mutual information),mlp,random,TPSA,129.49
9,2,BALD (least mutual information),mlp,random,TPSA,89.12
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,144.79
9,2,BALD (least mutual information),mlp,random,TPSA,82.94999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,89.12
9,2,BALD (least mutual information),mlp,random,TPSA,96.97
9,2,BALD (least mutual information),mlp,random,TPSA,94.85
9,2,BALD (least mutual information),mlp,random,TPSA,107.96
9,2,BALD (least mutual information),mlp,random,TPSA,107.96
9,2,BALD (least mutual information),mlp,random,TPSA,88.18
9,2,BALD (least mutual information),mlp,random,TPSA,96.97
9,2,BALD (least mutual information),mlp,random,TPSA,109.62000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,100.61
9,2,BALD (least mutual information),mlp,random,TPSA,96.97
9,2,BALD (least mutual information),mlp,random,TPSA,99
9,2,BALD (least mutual information),mlp,random,TPSA,94.82
9,2,BALD (least mutual information),mlp,random,TPSA,154.17000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,111.46999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,62.06
9,2,BALD (least mutual information),mlp,random,TPSA,92.78
9,2,BALD (least mutual information),mlp,random,TPSA,59.84
9,2,BALD (least mutual information),mlp,random,TPSA,96.97
9,2,BALD (least mutual information),mlp,random,TPSA,109.62
9,2,BALD (least mutual information),mlp,random,TPSA,78.95
9,2,BALD (least mutual information),mlp,random,TPSA,127.35
9,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,70.92
9,2,BALD (least mutual information),mlp,random,TPSA,69.9
9,2,BALD (least mutual information),mlp,random,TPSA,65.72
9,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,69.9
9,2,BALD (least mutual information),mlp,random,TPSA,46.17
9,2,BALD (least mutual information),mlp,random,TPSA,62.3
9,2,BALD (least mutual information),mlp,random,TPSA,69.9
9,2,BALD (least mutual information),mlp,random,TPSA,71.29
9,2,BALD (least mutual information),mlp,random,TPSA,68.54
9,2,BALD (least mutual information),mlp,random,TPSA,80.14999999999999
9,2,BALD (least mutual information),mlp,random,TPSA,78.95000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,55.400000000000006
9,2,BALD (least mutual information),mlp,random,TPSA,46.17
9,2,BALD (least mutual information),mlp,random,TPSA,111.53000000000002
9,2,BALD (least mutual information),mlp,random,TPSA,64.63000000000001
9,2,BALD (least mutual information),mlp,random,TPSA,83.55
9,2,BALD (least mutual information),mlp,random,TPSA,95.07
9,2,BALD (least mutual information),mlp,random,TPSA,111.39
9,2,BALD (least mutual information),mlp,random,TPSA,106.41999999999996
9,2,BALD (least mutual information),mlp,random,TPSA,146.57999999999998
9,2,BALD (least mutual information),mlp,random,TPSA,91.16
10,2,BALD (least mutual information),mlp,random,TPSA,49.56000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,53.85
10,2,BALD (least mutual information),mlp,random,TPSA,91.37
10,2,BALD (least mutual information),mlp,random,TPSA,66.84
10,2,BALD (least mutual information),mlp,random,TPSA,37.38
10,2,BALD (least mutual information),mlp,random,TPSA,123.69
10,2,BALD (least mutual information),mlp,random,TPSA,72.47
10,2,BALD (least mutual information),mlp,random,TPSA,114.94
10,2,BALD (least mutual information),mlp,random,TPSA,63.68
10,2,BALD (least mutual information),mlp,random,TPSA,117.95
10,2,BALD (least mutual information),mlp,random,TPSA,78.48
10,2,BALD (least mutual information),mlp,random,TPSA,91.62
10,2,BALD (least mutual information),mlp,random,TPSA,49.56
10,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,96.94
10,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,63.68
10,2,BALD (least mutual information),mlp,random,TPSA,81.70000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,54.89
10,2,BALD (least mutual information),mlp,random,TPSA,148.67000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,105.23
10,2,BALD (least mutual information),mlp,random,TPSA,31.1
10,2,BALD (least mutual information),mlp,random,TPSA,91.62
10,2,BALD (least mutual information),mlp,random,TPSA,43.99
10,2,BALD (least mutual information),mlp,random,TPSA,69.78999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,63.24
10,2,BALD (least mutual information),mlp,random,TPSA,107.36
10,2,BALD (least mutual information),mlp,random,TPSA,117.38
10,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,76.13
10,2,BALD (least mutual information),mlp,random,TPSA,125.54
10,2,BALD (least mutual information),mlp,random,TPSA,78.48
10,2,BALD (least mutual information),mlp,random,TPSA,63.24
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,98.79
10,2,BALD (least mutual information),mlp,random,TPSA,98.79
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,125.09
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,102.01
10,2,BALD (least mutual information),mlp,random,TPSA,102.01
10,2,BALD (least mutual information),mlp,random,TPSA,72.91
10,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,111.24
10,2,BALD (least mutual information),mlp,random,TPSA,94.14
10,2,BALD (least mutual information),mlp,random,TPSA,120.03
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,83.99
10,2,BALD (least mutual information),mlp,random,TPSA,84.93999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,93.73
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,96.02
10,2,BALD (least mutual information),mlp,random,TPSA,96.02
10,2,BALD (least mutual information),mlp,random,TPSA,96.68999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,55.4
10,2,BALD (least mutual information),mlp,random,TPSA,89.38000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,73.22
10,2,BALD (least mutual information),mlp,random,TPSA,90.41
10,2,BALD (least mutual information),mlp,random,TPSA,72.7
10,2,BALD (least mutual information),mlp,random,TPSA,101.05
10,2,BALD (least mutual information),mlp,random,TPSA,86.78999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,64.63
10,2,BALD (least mutual information),mlp,random,TPSA,92.34
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,64.63
10,2,BALD (least mutual information),mlp,random,TPSA,111.24
10,2,BALD (least mutual information),mlp,random,TPSA,96.01999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,64.63
10,2,BALD (least mutual information),mlp,random,TPSA,102.01
10,2,BALD (least mutual information),mlp,random,TPSA,103.41
10,2,BALD (least mutual information),mlp,random,TPSA,55.4
10,2,BALD (least mutual information),mlp,random,TPSA,55.4
10,2,BALD (least mutual information),mlp,random,TPSA,96.02
10,2,BALD (least mutual information),mlp,random,TPSA,87.97000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,97.22
10,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,104.08
10,2,BALD (least mutual information),mlp,random,TPSA,107.96
10,2,BALD (least mutual information),mlp,random,TPSA,87.74000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,105.23
10,2,BALD (least mutual information),mlp,random,TPSA,129.49
10,2,BALD (least mutual information),mlp,random,TPSA,89.12
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,144.79
10,2,BALD (least mutual information),mlp,random,TPSA,82.94999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,89.12
10,2,BALD (least mutual information),mlp,random,TPSA,96.97
10,2,BALD (least mutual information),mlp,random,TPSA,94.85
10,2,BALD (least mutual information),mlp,random,TPSA,107.96
10,2,BALD (least mutual information),mlp,random,TPSA,107.96
10,2,BALD (least mutual information),mlp,random,TPSA,88.18
10,2,BALD (least mutual information),mlp,random,TPSA,96.97
10,2,BALD (least mutual information),mlp,random,TPSA,109.62000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,100.61
10,2,BALD (least mutual information),mlp,random,TPSA,96.97
10,2,BALD (least mutual information),mlp,random,TPSA,99
10,2,BALD (least mutual information),mlp,random,TPSA,94.82
10,2,BALD (least mutual information),mlp,random,TPSA,154.17000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,111.46999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,62.06
10,2,BALD (least mutual information),mlp,random,TPSA,92.78
10,2,BALD (least mutual information),mlp,random,TPSA,59.84
10,2,BALD (least mutual information),mlp,random,TPSA,96.97
10,2,BALD (least mutual information),mlp,random,TPSA,109.62
10,2,BALD (least mutual information),mlp,random,TPSA,78.95
10,2,BALD (least mutual information),mlp,random,TPSA,127.35
10,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,70.92
10,2,BALD (least mutual information),mlp,random,TPSA,69.9
10,2,BALD (least mutual information),mlp,random,TPSA,65.72
10,2,BALD (least mutual information),mlp,random,TPSA,83.55000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,69.9
10,2,BALD (least mutual information),mlp,random,TPSA,46.17
10,2,BALD (least mutual information),mlp,random,TPSA,62.3
10,2,BALD (least mutual information),mlp,random,TPSA,69.9
10,2,BALD (least mutual information),mlp,random,TPSA,71.29
10,2,BALD (least mutual information),mlp,random,TPSA,68.54
10,2,BALD (least mutual information),mlp,random,TPSA,80.14999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,78.95000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,55.400000000000006
10,2,BALD (least mutual information),mlp,random,TPSA,46.17
10,2,BALD (least mutual information),mlp,random,TPSA,111.53000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,64.63000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,83.55
10,2,BALD (least mutual information),mlp,random,TPSA,95.07
10,2,BALD (least mutual information),mlp,random,TPSA,111.39
10,2,BALD (least mutual information),mlp,random,TPSA,106.41999999999996
10,2,BALD (least mutual information),mlp,random,TPSA,146.57999999999998
10,2,BALD (least mutual information),mlp,random,TPSA,91.16
10,2,BALD (least mutual information),mlp,random,TPSA,82.17999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,86.78999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,111.53
10,2,BALD (least mutual information),mlp,random,TPSA,135.92
10,2,BALD (least mutual information),mlp,random,TPSA,111.97000000000004
10,2,BALD (least mutual information),mlp,random,TPSA,82.52
10,2,BALD (least mutual information),mlp,random,TPSA,91.16
10,2,BALD (least mutual information),mlp,random,TPSA,64.63000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,46.17
10,2,BALD (least mutual information),mlp,random,TPSA,55.400000000000006
10,2,BALD (least mutual information),mlp,random,TPSA,81.92999999999999
10,2,BALD (least mutual information),mlp,random,TPSA,64.63000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,46.17
10,2,BALD (least mutual information),mlp,random,TPSA,61.94
10,2,BALD (least mutual information),mlp,random,TPSA,91.16
10,2,BALD (least mutual information),mlp,random,TPSA,110.8
10,2,BALD (least mutual information),mlp,random,TPSA,46.17
10,2,BALD (least mutual information),mlp,random,TPSA,78.95000000000002
10,2,BALD (least mutual information),mlp,random,TPSA,89.77000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,64.63000000000001
10,2,BALD (least mutual information),mlp,random,TPSA,62.06
10,2,BALD (least mutual information),mlp,random,TPSA,85.17
11,2,BALD (least mutual information),mlp,random,TPSA,49.56000000000001
11,2,BALD (least mutual information),mlp,random,TPSA,53.85
11,2,BALD (least mutual information),mlp,random,TPSA,91.37
11,2,BALD (least mutual information),mlp,random,TPSA,66.84
11,2,BALD (least mutual information),mlp,random,TPSA,37.38
11,2,BALD (least mutual information),mlp,random,TPSA,123.69
11,2,BALD (least mutual information),mlp,random,TPSA,72.47
11,2,BALD (least mutual information),mlp,random,TPSA,114.94
11,2,BALD (least mutual information),mlp,random,TPSA,63.68
11,2,BALD (least mutual information),mlp,random,TPSA,117.95
11,2,BALD (least mutual information),mlp,random,TPSA,78.48
11,2,BALD (least mutual information),mlp,random,TPSA,91.62
11,2,BALD (least mutual information),mlp,random,TPSA,49.56
11,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
11,2,BALD (least mutual information),mlp,random,TPSA,96.94
11,2,BALD (least mutual information),mlp,random,TPSA,78.47999999999999
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,63.68
11,2,BALD (least mutual information),mlp,random,TPSA,81.70000000000002
11,2,BALD (least mutual information),mlp,random,TPSA,54.89
11,2,BALD (least mutual information),mlp,random,TPSA,148.67000000000002
11,2,BALD (least mutual information),mlp,random,TPSA,105.23
11,2,BALD (least mutual information),mlp,random,TPSA,31.1
11,2,BALD (least mutual information),mlp,random,TPSA,91.62
11,2,BALD (least mutual information),mlp,random,TPSA,43.99
11,2,BALD (least mutual information),mlp,random,TPSA,69.78999999999999
11,2,BALD (least mutual information),mlp,random,TPSA,63.24
11,2,BALD (least mutual information),mlp,random,TPSA,107.36
11,2,BALD (least mutual information),mlp,random,TPSA,117.38
11,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
11,2,BALD (least mutual information),mlp,random,TPSA,76.13
11,2,BALD (least mutual information),mlp,random,TPSA,125.54
11,2,BALD (least mutual information),mlp,random,TPSA,78.48
11,2,BALD (least mutual information),mlp,random,TPSA,63.24
11,2,BALD (least mutual information),mlp,random,TPSA,83.55
11,2,BALD (least mutual information),mlp,random,TPSA,98.79
11,2,BALD (least mutual information),mlp,random,TPSA,98.79
11,2,BALD (least mutual information),mlp,random,TPSA,83.55
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,83.55
11,2,BALD (least mutual information),mlp,random,TPSA,125.09
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,101.04999999999998
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,102.01
11,2,BALD (least mutual information),mlp,random,TPSA,102.01
11,2,BALD (least mutual information),mlp,random,TPSA,72.91
11,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
11,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
11,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
11,2,BALD (least mutual information),mlp,random,TPSA,66.32000000000001
11,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
11,2,BALD (least mutual information),mlp,random,TPSA,96.43999999999998
11,2,BALD (least mutual information),mlp,random,TPSA,92.78
