index,train_cycle,train_binary_accuracy,train_balanced_accuracy,train_roc_auc,train_precision,train_tpr,train_tp,train_fn,train_fp,train_tn,test_cycle,test_binary_accuracy,test_balanced_accuracy,test_roc_auc,test_precision,test_tpr,test_tp,test_fn,test_fp,test_tn,screen_cycle,screen_binary_accuracy,screen_balanced_accuracy,screen_roc_auc,screen_precision,screen_tpr,screen_tp,screen_fn,screen_fp,screen_tn,hits_discovered,total_mols_screened,acquisition_method,architecture,n_start,batch_size,seed,bias,retrain,dataset,scrambledx,scrambledx_seed,cum_hits_discovered,mean_total_sims,mean_total_hits_sims,n_unique_scaffolds,mean_tani_per_batch,mean_tani_batch_to_start_batch,mean_tani_all_mols_to_start_batch,unique_patterns,Long_chain groups,Bicyclic,Ortho,Meta,Para,Macrocycle groups,Spiro-ring center,CIS or TRANS double bond in a ring,Unfused benzene ring,Multiple non-fused benzene rings,Fused benzene rings,Carbonyl group,Aldehyde,Amide,Carbamate,Carboxylate Ion,Carbonic Acid or Carbonic Ester,Carboxylic acid,Ester Also hits anhydrides,Ketone,Ether,Mono-Hydrogenated Cation,Amidinium,Cyanamide,"Primary or secondary amine, not amide",Enamine or Aniline Nitrogen,Azole,Hydrazine H2NNH2,Hydrazone C=NNH2,Substituted or un-substituted imine,Iminium,Unsubstituted dicarboximide,Substituted dicarboximide,Nitrate group,Nitrile,Nitro group,Hydroxyl,Enol,Phenol,Carbo-Thioester,"Thiol, Sulfide or Disulfide Sulfur",Thioamide,Sulfide,Mono-sulfide,Two Sulfides,Sulfone,Sulfonamide,Sulfoxide,Halogen,Three_halides groups,hit_unique_patterns,hit_Long_chain groups,hit_Bicyclic,hit_Ortho,hit_Meta,hit_Para,hit_Macrocycle groups,hit_Spiro-ring center,hit_CIS or TRANS double bond in a ring,hit_Unfused benzene ring,hit_Multiple non-fused benzene rings,hit_Fused benzene rings,hit_Carbonyl group,hit_Aldehyde,hit_Amide,hit_Carbamate,hit_Carboxylate Ion,hit_Carbonic Acid or Carbonic Ester,hit_Carboxylic acid,hit_Ester Also hits anhydrides,hit_Ketone,hit_Ether,hit_Mono-Hydrogenated Cation,hit_Amidinium,hit_Cyanamide,"hit_Primary or secondary amine, not amide",hit_Enamine or Aniline Nitrogen,hit_Azole,hit_Hydrazine H2NNH2,hit_Hydrazone C=NNH2,hit_Substituted or un-substituted imine,hit_Iminium,hit_Unsubstituted dicarboximide,hit_Substituted dicarboximide,hit_Nitrate group,hit_Nitrile,hit_Nitro group,hit_Hydroxyl,hit_Enol,hit_Phenol,hit_Carbo-Thioester,"hit_Thiol, Sulfide or Disulfide Sulfur",hit_Thioamide,hit_Sulfide,hit_Mono-sulfide,hit_Two Sulfides,hit_Sulfone,hit_Sulfonamide,hit_Sulfoxide,hit_Halogen,hit_Three_halides groups,enrichment,perc_of_tot_patterns,pattern_enrichment_aldehyde,aldehyde_hit_enrichment,pattern_enrichment_sulfonamide,sulfonamide_hit_enrichment
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,2,0.1309,0.0808,63,0.1309,0.1289,0.1289,41,3,25,37,38,38,0,1,5,45,16,0,43,0,35,1,5,0,5,9,5,30,10,2,0,15,23,21,1,4,1,2,0,3,0,1,3,8,1,4,0,12,3,21,21,2,11,10,0,13,3,13,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.48295413384590863,31.70731707317073,0,0,1.2217530690437095,3.491596638655462
1,1,1,1,1,1,1,2,0,0,62,1,0.6097999811172485,0.4876894008869739,0.480415645716289,0.0467439073112265,0.3520561685055166,351,646,7158,11845,1,0.6087296009063721,0.4868775295369312,0.479534674197807,0.0465684971559194,0.3515248796147672,1752,3232,35870,59082,7,128,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,5,0.1362,0.1222,124,0.1399,0.137,0.137,42,7,53,76,76,80,0,2,11,88,27,0,94,0,75,3,9,0,9,24,10,70,14,3,0,28,54,39,3,9,3,3,0,5,0,3,7,16,1,10,0,19,5,39,39,4,18,17,1,23,4,27,1,3,4,4,3,0,0,0,5,2,0,6,0,5,1,0,0,0,1,2,4,1,1,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,0,1,1,0,2,0,0.9547696273834494,65.85365853658537,0,0,1.038490108687153,0.9975990396158464
2,2,0.9921875,0.9958677685950412,1,0.875,1,7,0,1,120,2,0.5597500205039978,0.5212257569424582,0.5249043451989395,0.0544396256562428,0.4784353059177532,477,520,8285,10718,2,0.55742347240448,0.529409448043199,0.538689796313052,0.0561515480717001,0.4982928298855192,2481,2498,41703,53190,16,192,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,9,0.1368,0.1249,185,0.1382,0.135,0.136,42,12,72,111,117,124,0,3,16,139,44,0,138,0,109,4,13,0,13,30,12,98,25,3,0,37,80,64,3,11,3,3,0,5,0,7,7,23,2,13,0,25,9,55,55,6,27,21,1,46,6,30,1,6,10,11,10,0,0,2,14,6,0,10,0,8,1,0,0,0,1,2,11,2,1,0,4,7,6,0,1,0,1,0,0,0,3,0,1,0,0,0,2,1,5,5,0,2,2,0,7,0,1.5206172352854768,73.17073170731707,0,0,0.8552271483305965,0.8728991596638656
3,3,1,1,1,1,1,16,0,0,176,3,0.5715000033378601,0.5430903561603085,0.5612471524978556,0.0593506342371697,0.5115346038114343,510,487,8083,10920,3,0.5725192427635193,0.5571307725727612,0.5840709061726057,0.0623258406093256,0.5400402414486921,2684,2286,40380,54458,19,256,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,3,0.1372,0.1265,242,0.1339,0.1357,0.1359,43,16,94,147,155,167,0,4,18,191,58,0,188,0,145,5,21,0,21,38,17,135,28,3,1,46,110,83,4,15,3,4,0,7,0,10,11,29,2,15,0,31,9,67,67,10,35,29,1,63,6,31,1,7,12,13,12,0,0,2,16,7,0,12,0,10,1,0,0,0,1,2,13,2,1,1,6,9,6,0,1,0,1,0,0,0,4,0,1,0,0,0,3,1,6,6,0,3,3,0,7,0,1.3855996532804995,75.60975609756098,0,0,0.8857709750566893,1.102609464838567
4,4,1,1,1,1,1,19,0,0,237,4,0.5672000050544739,0.5536577632703404,0.5749606077612937,0.0614908965991068,0.5386158475426279,537,460,8196,10807,4,0.5675429105758667,0.5623932827357034,0.5894367930634941,0.0632752071032999,0.5566740487215623,2765,2202,40933,53844,21,320,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,2,0.1354,0.12164,300,0.1337,0.1301,0.1344,44,22,116,182,190,205,0,6,21,230,69,1,238,0,183,6,28,0,28,47,19,164,32,3,1,58,135,105,7,19,3,4,0,9,0,12,15,37,2,17,0,38,10,82,82,14,39,32,1,85,7,34,1,7,12,13,13,0,0,2,17,8,0,13,0,11,1,1,0,1,1,2,13,2,1,1,6,10,6,0,1,0,1,0,0,0,4,0,1,0,0,0,4,1,7,7,1,3,3,0,8,0,1.2423899118749948,82.92682926829268,0,0,0.7819219641879741,0.9975990396158463
5,5,0.996874988079071,0.9983277591973244,1,0.9545454545454546,1,21,0,1,298,5,0.5603500008583069,0.5429251760966212,0.5738469420786698,0.0590497737556561,0.5235707121364093,522,475,8318,10685,5,0.5631621479988098,0.5559002124303689,0.5818732978497692,0.0617914991253776,0.5478348439073515,2720,2245,41299,53416,25,384,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,4,0.1354,0.1233,360,0.1364,0.1345,0.1344,44,25,137,217,227,247,0,7,28,282,89,2,287,0,223,6,31,0,31,61,24,198,43,5,1,71,168,122,7,22,4,6,0,11,0,14,18,52,3,24,0,48,12,103,103,16,51,41,1,103,10,36,1,8,14,16,16,0,0,4,20,9,0,17,0,14,1,2,0,2,3,2,15,3,2,1,7,13,7,0,2,1,2,0,0,0,4,1,1,0,0,0,5,1,8,8,1,3,3,0,9,0,1.2441934979455262,87.8048780487805,0,0,0.834864597179868,0.837983193277311
6,6,1,1,1,1,1,25,0,0,359,6,0.5788000226020813,0.5564357124417509,0.5830284095458507,0.0624484505714622,0.5315947843530592,530,467,7957,11046,6,0.5778188109397888,0.5602882260832636,0.5894633840964435,0.0631873954923341,0.5408183833904455,2683,2278,39778,54877,28,448,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,3,0.1364,0.12274,421,0.1343,0.1372,0.1349,44,32,162,256,269,291,0,8,35,325,103,3,340,0,267,8,34,0,34,68,26,231,52,6,1,84,199,142,8,24,4,7,0,13,0,16,22,57,3,28,0,60,13,124,124,21,62,48,1,117,12,36,1,8,17,18,18,0,0,4,22,11,0,19,0,15,1,2,0,2,4,3,16,4,2,1,7,14,8,0,2,1,2,0,0,0,4,2,1,0,0,0,5,1,8,8,1,4,3,0,10,0,1.2025544424817949,87.8048780487805,0,0,0.8377735330585436,0.7481992797118848
7,7,0.9977678656578064,0.9988095238095238,1,0.9655172413793104,1,28,0,1,419,7,0.578249990940094,0.5670757206630153,0.6023584883999997,0.0647237827715355,0.5546639919759278,553,444,7991,11012,7,0.5777985453605652,0.5728556114676815,0.6070970910921631,0.0658797629921075,0.5673658733360226,2813,2145,39886,54708,32,512,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,4,0.1355,0.126,476,0.1312,0.1315,0.1344,44,40,183,292,304,332,0,10,39,373,114,3,385,0,295,9,38,0,38,84,33,264,62,7,1,98,223,161,9,26,6,8,0,15,0,20,26,65,4,31,0,70,17,140,140,26,69,53,1,137,16,37,2,9,19,21,21,0,0,4,24,12,0,23,0,16,1,2,0,2,7,4,19,4,2,1,7,15,9,0,2,1,2,0,1,0,4,2,1,0,0,0,6,1,10,10,1,5,4,0,11,0,1.2087239356875932,90.2439024390244,0,0,0.8094114082414575,0.8728991596638656
8,8,1,1,1,1,1,32,0,0,480,8,0.5791000127792358,0.5641966683083508,0.5917334701573541,0.0641372019264654,0.5476429287863591,546,451,7967,11036,8,0.5810952186584473,0.5713643097045851,0.6026617122432978,0.0656873876431072,0.560557125555107,2777,2177,39499,55035,36,576,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,4,0.1359,0.1298,532,0.1318,0.1356,0.1345,46,46,211,333,340,375,0,11,44,413,123,6,434,0,335,10,43,0,43,91,36,294,74,9,1,115,254,180,11,29,6,10,2,17,0,21,28,71,4,33,1,85,22,160,160,28,83,66,1,155,20,37,2,11,23,24,24,0,0,4,27,12,0,27,0,19,1,2,0,2,7,5,21,4,2,1,7,17,11,0,2,1,2,0,2,0,4,2,1,0,0,0,8,1,12,12,1,7,5,0,14,0,1.2135663707670086,90.2439024390244,0,0,0.8959522506320535,0.9698879551820727
9,9,0.9947916865348816,0.9972222222222222,1,0.9230769230769232,1,36,0,3,537,9,0.5879499912261963,0.5683786348257001,0.593940797290572,0.0653947684185265,0.5466399197592778,545,452,7789,11214,9,0.583615779876709,0.5730008740487703,0.6075145281874046,0.0661349839304844,0.5612121212121212,2778,2172,39227,55248,37,640,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,1,0.1359,0.1299,587,0.1307,0.1338,0.1345,47,48,234,371,374,424,1,12,50,466,146,6,481,0,371,10,47,0,47,103,40,322,82,10,1,129,281,207,14,29,8,11,4,18,0,25,31,83,5,36,1,93,24,176,176,31,93,75,3,176,24,38,2,11,24,25,25,0,0,4,28,13,0,28,0,20,1,2,0,2,7,5,21,4,2,1,8,18,11,1,2,1,2,0,2,0,4,2,1,0,0,0,8,1,12,12,1,7,5,0,15,0,1.1261582187301344,92.6829268292683,0,0,0.9163148017827821,0.9436747672041789
10,10,0.987500011920929,0.9933665008291874,1,0.8222222222222222,1,37,0,8,595,10,0.5895000100135803,0.561591209454285,0.5971352461847997,0.0639584088985612,0.5305917753259779,529,468,7742,11261,10,0.5869606733322144,0.5742405791199199,0.6054229660351114,0.0665785997357992,0.5601131541725601,2772,2177,38863,55549,41,704,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,4,0.1353,0.1306,644,0.13,0.1316,0.1342,47,54,260,409,410,466,1,12,53,511,161,8,527,0,404,10,52,0,52,110,44,347,92,10,1,141,310,231,15,31,8,12,4,18,0,26,33,88,5,40,1,102,27,195,195,35,107,83,3,196,27,39,3,13,28,28,26,0,0,4,32,14,0,31,0,22,1,2,0,2,8,5,23,5,2,1,9,21,13,1,2,1,2,0,2,0,5,2,1,0,0,0,9,2,13,13,1,8,5,0,19,2,1.137451428019992,95.1219512195122,0,0,0.9218682248238899,0.8516089362574297
11,11,0.9872159361839294,0.993212669683258,1,0.82,1,41,0,9,654,11,0.5875999927520752,0.5738967679230925,0.5988482471040972,0.0665869695158398,0.5586760280842528,557,440,7808,11195,11,0.580349862575531,0.5732759856042378,0.6030340303881958,0.066072736725193107,0.5654196157735086,2796,2149,39521,54831,46,768,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,5,0.1349,0.1306,697,0.1301,0.1316,0.1339,47,62,278,442,448,509,2,12,57,559,174,9,571,0,435,11,55,0,55,117,46,377,106,14,1,162,338,252,17,38,9,16,4,20,0,28,34,97,5,45,1,110,28,209,209,40,116,91,3,212,29,40,3,14,32,33,31,0,0,4,35,16,0,33,0,24,1,2,0,2,8,5,24,7,2,1,10,24,16,2,2,1,2,0,2,0,5,2,2,0,1,0,9,2,14,14,1,10,7,0,21,2,1.172394889910896,97.5609756097561,0,0,0.9264960773581463,1.0626598465473145
12,12,0.9869791865348816,0.9930747922437672,1,0.8214285714285714,1,46,0,10,712,12,0.595550000667572,0.5809314751601011,0.6120141986766487,0.0685081528352397,0.5646940822467402,563,434,7655,11348,12,0.590761125087738,0.5861228337667957,0.6173291528932707,0.0693069306930693,0.5809716599190283,2870,2070,38540,55753,47,832,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,1,0.1339,0.1301,748,0.13,0.1279,0.1334,47,70,302,477,482,554,4,13,65,599,188,10,618,0,467,12,61,0,61,129,52,410,117,16,1,181,370,268,20,42,9,19,4,22,0,29,42,108,6,49,1,124,31,230,230,42,124,96,3,230,33,40,3,14,33,34,32,0,0,4,36,16,0,34,0,25,1,2,0,2,8,5,24,8,2,1,10,25,16,2,2,1,2,0,2,0,5,2,2,0,1,0,9,3,14,14,1,10,7,0,21,2,1.107801893369853,97.5609756097561,0,0,0.9022176509861238,1.0400500625782227
13,13,0.9855769276618958,0.9923566878980892,1,0.7966101694915254,1,47,0,12,773,13,0.5932999849319458,0.5806978373419474,0.6140283187086915,0.0683440183863553,0.5667001003009027,565,432,7702,11301,13,0.5912029147148132,0.5866989282404628,0.6230731425567451,0.0694850896074684,0.5816966997367888,2873,2066,38474,55756,49,896,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,2,0.1338,0.1305,803,0.1327,0.1315,0.1333,47,71,322,512,522,600,4,14,72,646,201,12,667,0,503,14,64,0,64,137,58,438,122,17,1,196,399,285,22,46,9,20,4,24,0,32,43,114,6,52,1,134,34,249,249,42,132,103,3,253,38,40,3,14,35,35,33,0,0,5,38,16,0,36,0,26,1,3,0,3,8,5,24,9,3,1,11,26,16,2,2,1,3,0,2,0,5,2,2,0,1,0,10,3,15,15,1,11,7,0,22,2,1.0741658990956349,97.5609756097561,0,0,0.8988611865107291,0.9975990396158464
14,14,0.9698660969734192,0.9840613931523022,1,0.6447368421052632,1,49,0,27,820,14,0.5989000201225281,0.5779424259200798,0.6123787085088345,0.0680113147214364,0.5546639919759278,553,444,7578,11425,14,0.5989809036254883,0.5855294003311834,0.6240893961132252,0.0696587537091988,0.5705894267773952,2817,2120,37623,56545,49,960,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,0,0.134,0.1305,859,0.1333,0.1345,0.1334,47,74,346,550,560,644,4,15,80,691,218,13,718,0,542,16,67,0,67,147,63,475,134,20,1,214,433,301,22,48,10,23,5,26,0,33,48,121,6,57,1,141,41,262,262,44,138,108,3,265,41,40,3,14,35,35,33,0,0,5,38,16,0,36,0,26,1,3,0,3,8,5,24,9,3,1,11,26,16,2,2,1,3,0,2,0,5,2,2,0,1,0,10,3,15,15,1,11,7,0,22,2,1.003949798846615,97.5609756097561,0,0,0.8796622097114708,0.9975990396158464
15,15,0.956250011920929,0.9769484083424808,1,0.5384615384615384,1,49,0,42,869,15,0.5961499810218811,0.5755449002377337,0.6112163517865072,0.0673429479344903,0.5526579739217653,551,446,7631,11372,15,0.5945315361022949,0.5845320123068645,0.6194237017036095,0.0692463860284225,0.5734251569779218,2831,2106,38052,56052,50,1000,Random,mlp,64,64,0,Innate,TRUE,ALDH1,NA,NA,1,0.1338,0.1312,892,0.1365,0.1346,0.1333,47,75,360,576,586,668,5,15,83,718,224,15,747,0,564,18,69,0,69,158,68,493,138,20,1,220,453,316,23,50,10,23,5,26,0,33,52,126,6,60,1,146,42,273,273,47,144,114,3,273,43,41,3,15,36,36,34,0,0,5,38,16,1,37,0,26,2,3,0,3,9,5,25,10,3,1,11,26,16,2,2,1,3,0,2,0,5,2,3,0,2,0,10,3,15,15,1,11,7,0,22,2,0.984227924779884,100,0,0,0.8913910391742904,0.9776470588235294
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,64,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,8,0.1299,0.1434,63,0.1299,0.1278,0.1278,42,4,27,36,37,42,0,0,5,40,12,2,51,0,37,2,3,0,3,6,7,23,8,2,0,10,27,26,2,4,0,2,1,1,0,3,3,10,1,5,1,15,1,22,22,4,8,7,0,21,3,27,0,4,7,6,6,0,0,1,6,2,1,8,0,5,0,0,0,0,2,1,3,0,0,0,0,7,2,0,0,0,0,1,1,0,0,1,2,0,1,0,2,0,2,2,0,1,1,0,2,1,1.9318165353836343,65.85365853658537,0,0,0.8552271483305965,0.8728991596638656
17,1,1,1,1,1,1,8,0,0,56,1,0.5788000226020813,0.5108171961023311,0.5132372859250276,0.0523206751054852,0.4353059177532598,434,563,7861,11142,1,0.5771693587303162,0.506153548369201,0.5094977950582555,0.0512135221034383,0.4272800321414222,2127,2851,39405,55553,10,128,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,2,0.1312,0.1345,124,0.1318,0.1317,0.1317,44,10,49,74,77,85,0,1,13,85,23,2,102,0,78,2,6,0,6,18,13,50,16,4,0,24,58,44,4,8,1,5,2,1,0,5,7,18,1,11,1,27,2,42,42,6,17,14,0,40,8,29,0,6,9,8,8,0,0,2,6,2,1,9,0,6,0,0,0,0,2,1,3,1,0,0,0,7,3,0,0,0,1,1,1,0,0,1,3,0,2,0,3,0,4,4,0,1,1,0,2,1,1.363956610547785,70.73170731707317,0,0,0.8552271483305965,0.6983193277310924
18,2,1,1,1,1,1,10,0,0,118,2,0.5806499719619751,0.519393812654086,0.5288950311440557,0.0542822677925211,0.4513540621865596,450,547,7840,11163,2,0.5799623727798462,0.5200833500041474,0.5283720778976992,0.0544012726571538,0.4535771704180064,2257,2719,39231,55665,11,192,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,1,0.1335,0.1304,184,0.1345,0.1343,0.1329,44,14,75,111,112,131,0,1,18,135,41,4,151,0,116,2,8,0,8,25,20,77,29,4,0,36,94,61,5,11,1,5,3,3,0,7,14,28,1,17,1,33,6,51,51,8,28,23,0,56,10,29,0,6,10,9,9,0,0,2,7,3,1,9,0,6,0,0,0,0,2,1,4,2,0,0,0,8,4,0,0,0,1,1,1,0,0,2,3,0,2,0,4,0,5,5,0,1,1,0,2,1,1.0454243492587652,70.73170731707317,0,0,0.9366773529335105,0.6348357524828113
19,3,0.9947916865348816,0.9972375690607737,1,0.9166666666666666,1,11,0,1,180,3,0.5659499764442444,0.5235380139260069,0.5315072988264378,0.0550150567523743,0.4764292878635908,475,522,8159,10844,3,0.5667381286621094,0.5279297598364796,0.5347050003319773,0.0559732664995822,0.484824120603015,2412,2563,40680,54153,14,256,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,3,0.1328,0.1392,244,0.132,0.1301,0.132,44,16,97,149,155,181,0,3,21,184,61,6,196,0,149,3,10,0,10,33,24,106,35,6,0,48,120,86,6,16,1,7,3,3,0,12,22,35,2,20,1,42,8,65,65,10,38,31,0,70,11,29,0,7,12,10,12,0,0,2,10,4,1,11,0,8,0,0,0,0,3,1,6,2,0,0,0,9,4,0,0,0,1,1,1,0,0,3,3,0,2,0,4,0,5,5,0,2,2,0,2,1,1.020968165575105,70.73170731707317,0,0,0.9468586285088748,0.9975990396158464
20,4,0.98828125,0.993801652892562,1,0.8235294117647058,1,14,0,3,239,4,0.5720000267028809,0.5300480719113612,0.5396252167542992,0.056526328134162,0.4834503510531595,482,515,8045,10958,4,0.569237232208252,0.533290329954443,0.5471768374852918,0.0571794871794871,0.493362831858407,2453,2519,40447,54325,15,320,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,1,0.1329,0.1353,306,0.1337,0.1318,0.132,44,21,123,190,192,229,0,4,29,228,77,6,248,0,192,5,10,0,10,48,27,137,45,9,0,63,155,100,7,21,2,10,3,6,0,16,25,41,2,23,1,52,11,80,80,11,54,41,0,88,14,29,0,8,13,10,13,0,0,3,11,4,1,12,0,9,0,0,0,0,3,1,6,2,0,0,0,9,4,0,0,0,1,1,1,0,0,3,3,0,2,0,4,0,5,5,0,3,3,0,3,1,0.8874213656249963,70.73170731707317,0,0,1.0018375166158417,1.396638655462185
21,5,0.993749976158142,0.99672131147541,1,0.8823529411764706,1,15,0,2,303,5,0.5762500166893005,0.5265822463443586,0.537323252185647,0.0558327393680209,0.4714142427281845,470,527,7948,11055,5,0.5746288299560547,0.535031900350035,0.5491942816318471,0.0576904896955946,0.4910480788573728,2441,2530,39871,54838,18,384,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,3,0.1329,0.1351,365,0.1315,0.1312,0.1318,44,27,141,221,223,268,0,4,35,279,93,6,294,0,228,5,14,0,14,57,35,168,57,12,0,75,179,119,10,24,3,13,3,7,0,21,30,48,3,26,1,65,14,98,98,14,64,45,0,104,21,31,0,9,16,12,15,0,0,3,14,4,1,14,0,11,0,0,0,0,3,1,7,3,0,0,1,11,6,1,0,0,1,1,1,0,0,5,4,0,3,0,5,0,6,6,0,4,4,0,3,1,0.8958193185207789,75.60975609756098,0,0,0.916314801782782,1.5518207282913163
22,6,0.9921875,0.9959016393442623,1,0.8571428571428571,1,18,0,3,363,6,0.58160001039505,0.5431781847674265,0.5524521784054474,0.0596248058310431,0.5005015045135406,499,498,7870,11133,6,0.5786821246147156,0.5455065916923675,0.5612773400085966,0.06008655126498,0.5086553945249598,2527,2441,39529,55119,22,448,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,4,0.134,0.1333,425,0.133,0.1355,0.1324,45,35,163,263,261,314,0,4,42,333,112,7,348,0,266,8,18,0,18,67,41,197,68,17,0,91,205,137,11,30,3,18,3,10,0,25,34,54,3,29,1,71,19,113,113,14,75,52,1,121,24,35,0,9,19,14,18,0,0,3,18,7,1,18,0,13,0,1,0,1,4,2,8,3,0,0,3,13,7,1,1,0,1,1,1,0,0,6,5,0,3,0,5,1,8,8,0,5,5,0,5,2,0.9448642048071246,85.36585365853658,0,0,0.9075879941467556,1.5870893812070281
23,7,0.9866071343421936,0.9929577464788732,1,0.7857142857142857,1,22,0,6,420,7,0.5752500295639038,0.5303327495510792,0.544721466404159,0.0566461684011352,0.4804413239719157,479,518,7977,11026,7,0.5766433477401733,0.5410963248835179,0.5589710051585695,0.0590579194535363,0.5016116035455278,2490,2474,39672,54916,25,512,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,3,0.1334,0.1321,483,0.1307,0.1294,0.132,46,39,192,303,297,356,0,5,53,384,126,7,394,0,299,9,19,0,19,75,46,229,75,18,1,101,228,157,12,35,8,19,4,14,0,30,35,67,7,36,1,81,21,127,127,18,83,58,1,137,27,36,0,11,21,15,20,0,1,3,21,8,1,20,0,15,0,1,0,1,4,2,9,4,0,0,3,15,8,1,1,0,1,1,1,0,0,6,5,0,3,0,7,2,10,10,0,5,5,0,5,2,0.9443155747559322,87.8048780487805,0,0,0.8857709750566893,1.3966386554621848
24,8,0.984375,0.9917864476386036,1,0.7575757575757576,1,25,0,8,479,8,0.5801500082015991,0.5395639900810678,0.5555188694009198,0.0587884569520629,0.4944834503510532,493,504,7893,11110,8,0.5813665986061096,0.5489779871261627,0.5692460220472806,0.0609172291636746,0.5130014110058456,2545,2416,39233,55294,28,576,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,3,0.1328,0.1276,543,0.1315,0.1288,0.1316,46,41,217,347,341,403,0,5,59,427,143,7,438,0,335,11,19,0,19,85,52,264,89,19,1,112,260,179,14,38,8,21,4,17,0,34,40,79,9,40,1,92,22,143,143,21,93,67,1,156,30,37,0,13,23,17,22,0,1,5,22,9,1,22,0,15,0,1,0,1,5,2,10,4,0,0,4,16,10,1,1,0,2,1,1,0,0,7,7,0,4,0,8,2,11,11,1,5,5,0,5,2,0.9438849550410068,90.2439024390244,0,0,0.9095272847325392,1.246998799519808
25,9,0.9722222089767456,0.9854014598540146,1,0.6363636363636364,1,28,0,16,532,9,0.5870000123977661,0.5498213843762514,0.5663555155283247,0.0612540775643349,0.5085255767301906,507,490,7770,11233,9,0.5875341892242432,0.5549507335801923,0.5787249772733691,0.062434761500182,0.518757563533683,2572,2386,38623,55843,32,640,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,4,0.1322,0.1268,599,0.132,0.1272,0.1311,47,46,241,380,379,453,0,5,65,469,156,7,490,1,376,13,23,0,23,93,57,297,100,20,1,123,292,193,15,42,8,22,4,23,0,36,42,86,9,42,1,96,24,160,160,23,103,75,1,178,38,39,1,14,25,18,26,0,1,5,25,9,1,26,1,18,0,1,0,1,5,2,11,5,0,0,4,20,10,1,1,0,2,1,2,0,0,8,7,0,4,0,8,3,11,11,1,5,5,0,6,2,0.9739746756584948,95.1219512195122,0.556049822064057,2.939858490566038,0.9163148017827821,1.091123949579832
26,10,0.971875011920929,0.9851973684210528,1,0.64,1,32,0,18,590,10,0.5924999713897705,0.5522404713482657,0.5749020993412274,0.061971830985915403,0.5075225677031093,506,491,7659,11344,10,0.5945048332214355,0.5594865000018687,0.5870216721973847,0.0636884476712599,0.5205894226887364,2579,2375,37915,56491,38,704,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,6,0.1321,0.11926,656,0.1328,0.1293,0.1309,47,51,267,426,421,505,0,6,74,519,171,11,535,2,412,14,24,0,24,100,62,336,108,22,1,142,319,219,17,44,9,24,4,26,0,40,43,93,9,46,1,109,26,181,181,25,114,85,1,196,41,40,1,17,29,20,30,0,1,7,28,10,1,28,1,20,0,1,0,1,6,2,14,5,0,0,5,22,11,1,1,1,2,1,2,0,0,8,7,0,4,0,10,3,13,13,1,6,5,0,7,3,1.0542232747502367,97.5609756097561,1.0109996764801035,2.4756703078450846,0.9440819169883209,0.9188412206988058
