index,train_cycle,train_binary_accuracy,train_balanced_accuracy,train_roc_auc,train_precision,train_tpr,train_tp,train_fn,train_fp,train_tn,test_cycle,test_binary_accuracy,test_balanced_accuracy,test_roc_auc,test_precision,test_tpr,test_tp,test_fn,test_fp,test_tn,screen_cycle,screen_binary_accuracy,screen_balanced_accuracy,screen_roc_auc,screen_precision,screen_tpr,screen_tp,screen_fn,screen_fp,screen_tn,hits_discovered,total_mols_screened,acquisition_method,architecture,n_start,batch_size,seed,bias,retrain,dataset,scrambledx,scrambledx_seed,cum_hits_discovered,mean_total_sims,mean_total_hits_sims,n_unique_scaffolds,mean_tani_per_batch,mean_tani_batch_to_start_batch,mean_tani_all_mols_to_start_batch,unique_patterns,Long_chain groups,Bicyclic,Ortho,Meta,Para,Macrocycle groups,Spiro-ring center,CIS or TRANS double bond in a ring,Unfused benzene ring,Multiple non-fused benzene rings,Fused benzene rings,Carbonyl group,Aldehyde,Amide,Carbamate,Carboxylate Ion,Carbonic Acid or Carbonic Ester,Carboxylic acid,Ester Also hits anhydrides,Ketone,Ether,Mono-Hydrogenated Cation,Amidinium,Cyanamide,"Primary or secondary amine, not amide",Enamine or Aniline Nitrogen,Azole,Hydrazine H2NNH2,Hydrazone C=NNH2,Substituted or un-substituted imine,Iminium,Unsubstituted dicarboximide,Substituted dicarboximide,Nitrate group,Nitrile,Nitro group,Hydroxyl,Enol,Phenol,Carbo-Thioester,"Thiol, Sulfide or Disulfide Sulfur",Thioamide,Sulfide,Mono-sulfide,Two Sulfides,Sulfone,Sulfonamide,Sulfoxide,Halogen,Three_halides groups,hit_unique_patterns,hit_Long_chain groups,hit_Bicyclic,hit_Ortho,hit_Meta,hit_Para,hit_Macrocycle groups,hit_Spiro-ring center,hit_CIS or TRANS double bond in a ring,hit_Unfused benzene ring,hit_Multiple non-fused benzene rings,hit_Fused benzene rings,hit_Carbonyl group,hit_Aldehyde,hit_Amide,hit_Carbamate,hit_Carboxylate Ion,hit_Carbonic Acid or Carbonic Ester,hit_Carboxylic acid,hit_Ester Also hits anhydrides,hit_Ketone,hit_Ether,hit_Mono-Hydrogenated Cation,hit_Amidinium,hit_Cyanamide,"hit_Primary or secondary amine, not amide",hit_Enamine or Aniline Nitrogen,hit_Azole,hit_Hydrazine H2NNH2,hit_Hydrazone C=NNH2,hit_Substituted or un-substituted imine,hit_Iminium,hit_Unsubstituted dicarboximide,hit_Substituted dicarboximide,hit_Nitrate group,hit_Nitrile,hit_Nitro group,hit_Hydroxyl,hit_Enol,hit_Phenol,hit_Carbo-Thioester,"hit_Thiol, Sulfide or Disulfide Sulfur",hit_Thioamide,hit_Sulfide,hit_Mono-sulfide,hit_Two Sulfides,hit_Sulfone,hit_Sulfonamide,hit_Sulfoxide,hit_Halogen,hit_Three_halides groups,enrichment,perc_of_tot_patterns,pattern_enrichment_aldehyde,aldehyde_hit_enrichment,pattern_enrichment_sulfonamide,sulfonamide_hit_enrichment
47,15,0.9979166388511658,0.9984025559105432,0.9999904344665302,0.9940476190476192,1,334,0,2,624,15,0.5515999794006348,0.5649314411687412,0.6009300595571908,0.0633285855155034,0.5797392176529589,578,419,8549,10454,15,0.5459915399551392,0.5647981078157807,0.5905787035409102,0.0595266711828849,0.585554600171969,2724,1928,43037,51351,348,1000,Exploit (best predictions),mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,14,0.1449,0.1576,762,0.1448,0.1228,0.1266,46,25,431,686,561,721,0,40,171,730,214,5,792,2,652,11,33,0,33,132,198,550,174,57,0,204,551,220,26,86,15,58,41,137,0,84,55,145,7,82,6,263,118,337,337,48,120,104,3,163,9,43,7,166,262,207,249,0,17,52,247,68,0,283,0,251,1,8,0,8,50,98,192,63,21,0,63,219,66,7,30,8,21,16,56,0,27,23,72,1,37,1,93,50,113,113,16,25,21,0,48,1,6.850226356467992,100,0.7117437722419929,0,0.813198842755493,0.42139959432048685
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,1,0.1343,NA,64,0.1343,0.1322,0.1322,40,8,20,40,42,41,0,1,5,47,17,2,48,0,38,2,3,0,3,13,7,37,13,3,0,14,28,19,2,3,0,3,0,1,0,5,3,6,0,2,0,17,2,23,23,1,7,6,0,17,1,8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24147706692295431,18.6046511627907,0,0,0.7330518414262256,0
49,1,0.796875,0.8968253968253967,1,0.0714285714285714,1,1,0,13,50,1,0.598550021648407,0.4779677399825641,0.4647075732274971,0.0444415651723244,0.3440320962888666,343,654,7375,11628,1,0.5980227589607239,0.4757940660667218,0.4644144131058804,0.0439380978303134,0.3400200601805416,1695,3290,36882,58069,3,128,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,2,0.1626,0.3044,103,0.2491,0.1338,0.1338,42,10,49,70,71,75,0,1,31,83,19,2,110,0,53,2,5,0,5,52,42,90,13,3,0,20,45,19,2,4,4,3,0,2,0,6,3,13,4,5,0,18,4,28,28,1,7,6,0,25,1,13,0,3,3,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,2,3,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40918698316433544,30.23255813953488,0,0,0.3665259207131128,0
50,2,0.8046875,0.9,1,0.1071428571428571,1,3,0,25,100,2,0.6183500289916992,0.4912383047157576,0.4887501002190912,0.0475865830379056,0.350050150451354,349,648,6985,12018,2,0.6160284876823425,0.4883783927203708,0.4810728881743121,0.0469051305032727,0.3465783664459161,1727,3256,35092,59797,15,192,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,12,0.1471,0.2161,154,0.1669,0.1106,0.1222,44,10,83,106,80,116,1,1,54,129,29,3,151,0,76,2,7,0,7,61,57,105,16,4,0,35,97,27,3,4,27,4,1,2,0,8,4,21,10,7,0,20,6,32,32,1,9,7,0,31,4,23,0,6,7,4,14,0,0,1,12,4,0,7,0,1,0,0,0,0,2,6,3,1,0,0,1,12,2,0,0,3,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,0,0,1.4255786580801344,53.48837209302325,0,0,0.2850757161101989,0
51,3,0.9739583134651184,0.9858757062146892,1,0.75,1,15,0,5,172,3,0.6086000204086304,0.526023737686775,0.5464587996479044,0.05625568403274,0.4343029087261785,433,564,7264,11739,3,0.6074763536453247,0.5312498128717615,0.5445453883587155,0.0574444961962428,0.4465902232951116,2220,2751,36426,58411,27,256,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,12,0.1415,0.2041,196,0.1602,0.11456,0.1196,44,11,112,150,108,174,1,1,57,186,52,4,168,0,90,2,8,0,8,63,59,114,25,10,0,44,127,52,3,17,36,11,1,4,0,18,7,33,10,19,0,29,10,49,49,1,11,8,0,35,4,33,0,8,13,7,26,0,0,3,24,9,0,14,0,5,0,1,0,1,3,8,5,2,1,0,3,21,5,0,1,7,2,0,2,0,6,1,2,0,2,0,4,3,5,5,0,1,0,0,1,0,1.9690100336091312,76.74418604651163,0,0,0.24435061380874187,0
52,4,0.9765625,0.9868995633187774,1,0.8181818181818182,1,27,0,6,223,4,0.6046000123023987,0.5262947712790532,0.5436367778280904,0.0562475921407474,0.4393179538615847,438,559,7349,11654,4,0.6051492094993591,0.5319628231128104,0.5433868785921434,0.0574623987659082,0.4506957047791893,2235,2724,36660,58125,48,320,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,21,0.1378,0.1802,237,0.145,0.112,0.11774,44,12,124,184,135,236,1,1,60,246,76,5,208,0,117,3,17,0,17,66,65,129,31,13,0,54,165,63,3,20,41,14,1,12,0,44,9,46,10,30,0,36,16,57,57,1,15,10,0,46,4,33,0,11,25,17,46,0,0,3,45,15,0,26,0,14,0,4,0,4,4,10,11,3,1,0,6,33,9,0,1,10,2,0,6,0,15,1,8,0,7,0,7,6,8,8,0,2,0,0,4,0,2.839748369999988,76.74418604651163,0,0,0.2443506138087419,0
53,5,0.996874988079071,0.9981617647058824,1,0.979591836734694,1,48,0,1,271,5,0.5980499982833862,0.5285502616358257,0.5365516905397031,0.0566607907328128,0.4513540621865596,450,547,7492,11511,5,0.595796525478363,0.5238088285109211,0.5346520621299092,0.0551626947177693,0.4439044147428108,2192,2746,37545,57197,66,384,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,18,0.1353,0.1665,275,0.1415,0.1133,0.1168,44,14,133,223,170,289,1,1,61,305,93,5,248,0,146,3,24,0,24,70,70,149,39,15,0,63,196,74,4,21,47,16,2,19,0,72,14,61,10,44,0,42,23,65,65,1,16,11,0,60,4,36,0,12,34,23,61,0,0,4,62,21,0,38,0,23,0,7,0,7,5,12,15,5,2,0,11,44,11,1,1,14,3,1,10,0,17,4,13,0,11,0,10,10,11,11,0,3,1,0,6,0,3.2846708345761892,83.72093023255815,0,0,0.22398806265801338,0.10580595874713522
54,6,1,1,1,1,1,66,0,0,318,6,0.5916500091552734,0.5133025503917953,0.5250026245657986,0.0529925187032419,0.4262788365095286,425,572,7595,11408,6,0.5928264260292053,0.5230039420969524,0.5313284581692653,0.0547657713928794,0.4455284552845528,2192,2728,37833,56863,99,448,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,33,0.1338,0.1656,316,0.1382,0.11053,0.1158,45,14,140,247,193,345,1,3,63,358,113,7,294,1,189,3,26,0,26,74,70,173,45,18,0,85,246,80,5,28,52,20,9,30,0,75,17,73,10,54,0,47,48,73,73,2,21,11,0,69,4,39,0,17,45,34,93,0,2,5,90,28,0,66,1,48,0,8,0,8,9,12,31,7,3,0,22,75,12,2,4,15,4,4,15,0,18,7,14,0,11,0,12,26,15,15,1,6,1,0,11,0,4.251888921632061,90.69767441860465,0.7943568886629385,0.9502572898799313,0.1919897679925829,0.07053730583142348
55,7,1,1,1,1,1,99,0,0,349,7,0.5797500014305115,0.5284240607947085,0.5439540481149812,0.0563009103977,0.4714142427281845,470,527,7878,11125,7,0.577647864818573,0.5305914686006099,0.5485395999339469,0.055886219672523,0.4784121137712298,2338,2549,39497,55168,121,512,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,22,0.1328,0.1635,364,0.1357,0.11426,0.1156,45,14,153,273,220,398,1,3,65,407,130,7,347,5,227,3,35,0,35,76,78,188,49,18,0,91,294,86,5,34,52,20,18,43,0,77,28,75,10,55,0,53,57,86,86,2,31,16,0,82,4,39,0,22,55,47,114,0,2,6,107,34,0,84,5,59,0,11,0,11,10,15,38,10,3,0,25,92,13,2,8,15,4,8,20,0,18,9,14,0,11,0,14,29,18,18,1,8,3,0,15,0,4.570487381818712,90.69767441860465,3.475311387900356,3.8874161858724463,0.24435061380874187,0.1731370234044031
56,8,0.998046875,0.9987212276214834,0.9999894316332354,0.9918032786885246,1,121,0,1,390,8,0.5836499929428101,0.5233484751470641,0.5381967087390678,0.0552184466019417,0.4563691073219659,455,542,7785,11218,8,0.577064573764801,0.5280833294204722,0.5414273242006883,0.055114533020898,0.473792394655704,2305,2560,39517,55106,140,576,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,19,0.1324,0.1616,402,0.1361,0.118,0.11584,45,16,172,301,255,455,1,4,71,462,153,7,397,14,253,3,37,0,37,84,87,228,65,20,0,104,325,93,5,49,53,22,22,48,0,79,33,83,11,58,0,58,64,94,94,3,34,18,0,100,7,41,1,31,66,60,131,0,3,9,122,41,0,102,10,70,0,11,0,11,12,17,51,13,4,0,27,104,13,2,12,16,5,11,24,0,19,10,17,1,13,0,16,31,19,19,2,9,4,0,20,0,4.719424775205034,95.34883720930233,8.64966389877422,6.719676549865229,0.24435061380874187,0.19951980792316928
57,9,0.9982638955116272,0.9988532110091743,0.99999180865006565,0.9929078014184396,1,140,0,1,435,9,0.5777999758720398,0.5183692423373367,0.5343898347676825,0.0540184453227931,0.4523570712136409,451,546,7898,11105,9,0.572909951210022,0.52579278745325575,0.536747765103307,0.0543748667282678,0.4735864630623194,2295,2551,39912,54666,153,640,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,13,0.1323,0.1599,448,0.1365,0.12195,0.1166,45,18,199,346,300,508,1,7,80,514,175,8,451,33,281,4,41,0,41,88,90,269,75,21,0,108,357,103,5,56,55,23,28,57,0,85,40,94,13,66,0,66,65,102,102,4,40,21,0,110,7,41,1,37,75,69,142,0,3,11,131,46,0,114,13,76,0,11,0,11,13,18,58,14,4,0,29,110,18,2,13,16,5,15,28,0,19,10,17,1,13,0,18,32,22,22,2,10,5,0,22,0,4.656816417992178,95.34883720930233,18.34964412811388,7.993340732519423,0.256568144499179,0.22820893063107597
58,10,0.998437523841858,0.9989733059548256,0.999993289581404,0.9935064935064936,1,153,0,1,486,10,0.5742999911308289,0.5189033922796649,0.5378755590034852,0.0540989441214853,0.4573721163490471,456,541,7973,11030,10,0.5682165622711182,0.526281013500148,0.5373552220453519,0.0543002318121151,0.4798261949099938,2319,2514,40388,54139,174,704,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,21,0.132,0.1554,494,0.1378,0.1158,0.11646,45,21,227,390,344,562,1,7,90,557,191,8,506,42,318,6,43,0,43,94,92,307,87,26,0,118,389,113,6,62,55,28,36,68,0,85,43,103,13,74,0,73,69,112,112,6,45,25,0,124,8,42,1,46,92,85,160,0,3,14,144,51,0,132,18,86,1,11,0,11,15,19,73,17,5,0,31,118,19,2,14,16,6,18,33,0,19,12,21,1,16,0,21,35,26,26,2,11,6,0,25,0,4.8272328896458205,97.67441860465115,21.230993206082175,9.731945348080677,0.2776711520553885,0.24079976818313534
59,11,0.9971590638160706,0.9981132075471698,0.9999783127304273,0.9886363636363636,1,174,0,2,528,11,0.5748000144958496,0.5381742237711398,0.5554536313249594,0.0583598070361219,0.4974924774322969,496,501,8003,11000,11,0.5674548745155334,0.5277531848799744,0.5441353738024863,0.0544001495536757,0.4837905236907731,2328,2484,40466,54018,191,768,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,17,0.1302,0.1519,535,0.1395,0.1158,0.1164,45,21,258,433,386,614,1,8,113,607,205,8,555,55,346,8,49,0,49,101,92,341,102,33,0,130,410,117,6,65,57,36,38,76,0,89,47,118,13,78,0,88,73,130,130,8,53,28,0,138,9,42,1,50,107,99,176,0,3,18,160,54,0,147,26,91,1,12,0,12,18,19,84,17,5,0,31,125,19,2,14,18,6,18,35,0,19,15,27,1,18,0,22,36,28,28,2,11,6,0,29,0,4.867987477673503,97.67441860465115,25.48561684460261,12.80608515262274,0.2850757161101989,0.2193673280830657
60,12,0.9973958134651184,0.9982668977469672,0.9999818523324288,0.9896373056994818,1,191,0,2,575,12,0.5669000148773193,0.5292650566549937,0.5403038563672916,0.0562695380340396,0.4874623871614844,486,511,8151,10852,12,0.5576326251029968,0.5198369762439239,0.5340386548312444,0.0524653206977063,0.4779979144942649,2292,2503,41394,53043,205,832,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,14,0.1307,0.1519,573,0.144,0.1287,0.11743,45,24,277,470,423,672,2,8,129,666,227,8,610,55,386,8,49,0,49,115,100,386,107,34,0,138,438,123,8,67,58,37,40,82,0,91,50,151,13,96,0,95,82,141,141,8,56,29,0,152,10,43,1,52,117,109,189,0,3,20,173,57,0,161,26,101,1,12,0,12,21,21,94,17,5,0,32,130,19,3,15,18,6,18,39,0,19,15,35,1,24,0,26,40,33,33,2,13,7,0,34,1,4.831901875336593,100,23.52518477963318,11.931523239760699,0.2725449154020582,0.23845050215208033
61,13,0.9975961446762084,0.9984051036682616,0.999984440035788,0.9903381642512076,1,205,0,2,625,13,0.5736500024795532,0.5318667416235974,0.5391863376267834,0.0569545775476582,0.485456369107322,484,513,8014,10989,13,0.5665940642356873,0.5266934763391525,0.5380586111445252,0.0538855020671291,0.4825350345116084,2307,2474,40506,53881,227,896,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,22,0.1305,0.1508,614,0.149,0.1148,0.11725,45,24,298,511,467,728,2,8,136,712,241,8,655,59,416,9,50,0,50,123,105,423,114,37,0,149,471,128,10,79,62,40,40,94,0,92,54,168,15,108,0,110,94,160,160,8,57,30,0,161,11,43,1,59,130,126,210,0,3,22,188,61,0,180,27,115,1,12,0,12,22,24,104,19,7,0,35,143,20,4,16,19,8,18,46,0,19,16,39,2,27,0,33,43,41,41,2,13,7,0,38,1,4.976237940708349,100,23.433528215556684,11.189593549995845,0.26180422908079487,0.21534076185540296
62,14,0.9977678656578064,0.998505231689088,0.9999868302351462,0.9912663755458516,1,227,0,2,667,14,0.56454998254776,0.5342059172307217,0.5482274059984511,0.0572904707233065,0.5005015045135406,499,498,8211,10792,14,0.560835063457489,0.5316027033737917,0.5437142726277084,0.0546006066734074,0.4992645513763395,2376,2383,41140,53205,249,960,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,22,0.1302,0.1495,654,0.1621,0.1191,0.1174,45,25,318,552,505,780,2,8,139,757,246,8,711,64,457,9,51,0,51,127,114,450,119,41,0,160,497,139,14,80,65,44,41,99,0,94,55,178,17,113,0,138,114,195,195,12,58,31,0,167,11,43,1,66,145,145,231,0,3,22,203,61,0,202,31,129,1,13,0,13,22,27,111,23,11,0,41,151,24,5,16,19,12,19,49,0,21,17,40,2,28,0,46,49,56,56,4,13,7,0,41,1,5.1017040798532065,100,23.72479240806643,11.712207319845419,0.25249563426903326,0.19631467044649184
63,15,0.9979166388511658,0.9985935302390998,0.9999887030541292,0.9920318725099602,1,249,0,2,709,15,0.5680999755859375,0.5370244290731481,0.5562330574315169,0.0579659840333217,0.5025075225677031,501,496,8142,10861,15,0.5607632994651794,0.535667160811333,0.5504431118239053,0.0552126121577896,0.5079164027865738,2406,2331,41171,53132,263,1000,Exploit (best predictions),mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,14,0.1301,0.1495,683,0.1599,0.11597,0.1173,45,26,330,576,537,816,2,8,142,786,251,8,748,69,479,9,53,0,53,133,119,466,128,49,0,169,510,147,16,81,67,52,42,105,0,96,57,183,19,117,0,162,121,221,221,16,58,31,0,173,11,43,1,73,152,158,245,0,3,22,213,61,0,216,33,137,1,15,0,15,23,30,114,24,12,0,42,154,28,5,17,19,13,20,52,0,21,19,41,2,29,0,54,53,66,66,6,13,7,0,43,1,5.177038884342189,100,24.555160142348754,11.804146638926753,0.24239580889827195,0.185864459852382
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1312,0.1519,63,0.1312,0.1292,0.1292,40,5,23,40,34,37,2,1,6,49,22,0,52,0,41,1,4,0,4,14,4,38,14,1,0,9,28,18,2,4,0,1,0,1,0,4,4,14,0,7,0,6,2,17,17,3,10,8,0,16,2,12,0,2,2,2,2,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48295413384590863,30,0,0,0.9774024552349675,0
65,1,0.984375,0.9919354838709676,1,0.6666666666666666,1,2,0,1,61,1,0.5810999870300293,0.4763880654223894,0.4547773721627969,0.0443264600567971,0.3600802407221665,359,638,7740,11263,1,0.5817323327064514,0.4821758720499752,0.469702307008343,0.045705824284304,0.3715890850722311,1852,3132,38668,56284,11,128,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,9,0.1727,0.532,103,0.2915,0.1348,0.1348,41,7,77,88,64,72,2,1,7,96,29,1,104,0,87,1,4,0,4,27,18,89,14,1,0,14,50,27,2,4,0,1,0,32,0,5,4,23,0,7,0,6,2,19,19,3,11,9,0,19,2,12,0,11,11,11,7,0,0,0,10,0,0,11,0,10,0,0,0,0,1,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5003522716025637,30,0,0,0.5497888810696693,0
66,2,0.9453125,0.97008547008547,1,0.6111111111111112,1,11,0,7,110,2,0.6355999708175659,0.4855848395578779,0.4738440179772069,0.0459073191857947,0.3189568706118355,318,679,6609,12394,2,0.63153839111328125,0.4796499108290009,0.467489166116789,0.0443037974683544,0.3109547738693467,1547,3428,33371,61526,19,192,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,8,0.1641,0.349,143,0.1699,0.12354,0.1292,41,8,99,141,125,107,2,2,7,143,43,3,131,0,108,1,5,0,5,33,28,108,14,1,0,36,88,47,4,5,0,1,0,35,0,6,7,26,0,9,0,8,3,22,22,3,37,29,0,24,2,17,0,18,19,18,11,0,1,0,13,0,0,18,0,17,0,0,0,0,3,17,12,0,0,0,1,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8057329669015036,42.5,0,0,1.1810279667422525,0
67,3,0.9791666865348816,0.9884393063583816,1,0.8260869565217391,1,19,0,4,169,3,0.6003000140190125,0.5078754127984121,0.5090826866749805,0.0517616912235746,0.4052156469408224,404,593,7401,11602,3,0.5994910001754761,0.5116659165069652,0.5189321441888455,0.0525804555098284,0.4141332796456614,2057,2910,37064,57777,38,256,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,19,0.1586,0.2556,190,0.1608,0.11804,0.1255,42,9,141,190,167,150,2,5,16,187,49,4,169,0,137,1,7,0,7,38,49,125,14,1,0,42,131,63,4,8,0,1,0,41,0,9,24,27,0,10,0,10,3,26,26,3,56,37,2,30,5,30,1,35,35,26,23,0,1,3,26,2,1,33,0,31,0,0,0,0,5,29,16,0,0,0,4,32,3,0,3,0,0,0,0,0,1,2,2,0,1,0,1,0,2,2,0,7,4,0,2,1,2.771199306560999,75,0,0,1.1301215888654312,0.7350729765590446
68,4,0.99609375,0.9977064220183488,1,0.97435897435897445,1,38,0,1,217,4,0.5859500169754028,0.5340626679280065,0.5441099386144541,0.057687636628613,0.4764292878635908,475,522,7759,11244,4,0.585318386554718,0.531860263573094,0.5482889801520094,0.0568994889267461,0.4725141471301536,2338,2610,38752,56044,49,320,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,11,0.153,0.2219,238,0.1693,0.1206,0.12427,44,10,181,223,198,193,3,5,26,234,62,8,222,1,180,1,8,0,8,44,60,142,19,2,0,57,165,72,8,15,0,2,0,48,0,10,26,36,1,16,0,13,4,32,32,5,76,51,2,40,7,35,1,38,41,32,33,0,1,3,35,8,1,42,0,36,0,1,0,1,6,33,19,1,0,0,7,36,3,1,4,0,0,0,0,0,2,3,3,0,2,0,2,1,3,3,0,15,7,0,3,1,2.8989097943749877,87.5,1.112099644128114,0,1.2461881304245837,0.9975990396158464
69,5,1,1,1,1,1,49,0,0,271,5,0.5943999886512756,0.5356581769726376,0.5505290274866065,0.0582391655283745,0.4704112337011033,469,528,7584,11419,5,0.5903290510177612,0.5270223119785918,0.5418589694084757,0.0558044000098987,0.4567551144419688,2255,2682,38154,56589,57,384,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,8,0.1514,0.2042,289,0.1718,0.1287,0.1251,44,10,206,240,225,246,3,6,31,292,93,11,275,1,221,1,14,0,14,46,73,149,28,3,0,81,197,79,9,18,0,3,0,58,0,10,30,37,1,16,0,21,7,41,41,5,129,73,2,47,7,35,1,39,41,33,40,0,1,4,42,11,1,49,0,42,0,1,0,1,7,35,20,2,0,0,8,39,4,1,5,0,0,0,0,0,2,4,3,0,2,0,2,2,4,4,0,21,10,0,3,1,2.8367611753157997,87.5,0.9267497034400949,0,1.4864662340031798,1.2251216275984078
70,6,1,1,1,1,1,57,0,0,327,6,0.5913000106811523,0.5378283986306127,0.5461934928608378,0.0586643709260853,0.4784353059177532,477,520,7654,11349,6,0.5853176116943359,0.5215606695177555,0.5343148876561563,0.0544287673917303,0.4508013795901806,2222,2707,38602,56085,61,448,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,4,0.1508,0.199,341,0.1685,0.1311,0.1261,44,10,227,257,258,295,3,6,35,341,100,12,327,1,267,2,16,0,16,49,78,167,33,4,0,94,220,89,11,20,0,4,0,60,0,12,34,37,1,16,0,24,8,48,48,5,172,115,3,55,11,35,1,41,44,35,44,0,1,4,45,11,1,53,0,45,0,1,0,1,7,36,21,3,0,0,10,42,4,2,5,0,0,0,0,0,2,4,3,0,2,0,2,3,4,4,0,25,14,0,3,1,2.619850749692482,87.5,0.7943568886629385,0,2.0071657562860943,1.6027000964320153
71,7,1,1,1,1,1,61,0,0,387,7,0.5870500206947327,0.518960158906441,0.5356417354996105,0.0542597593911122,0.4433299899699097,442,555,7704,11299,7,0.585081160068512,0.5139100885501874,0.5227392145457674,0.0526742899299151,0.4349238578680203,2142,2783,38523,56104,67,512,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,6,0.1514,0.1936,391,0.1656,0.1327,0.1271,45,12,263,302,295,350,3,6,41,386,109,13,382,1,313,3,19,0,19,57,85,185,40,5,0,116,266,94,14,20,3,5,0,60,0,12,36,41,2,18,0,26,10,51,51,5,219,152,3,60,13,38,2,46,50,39,50,0,1,6,50,11,1,58,0,50,1,1,0,1,7,36,23,4,1,0,15,48,4,2,5,0,1,0,0,0,2,4,3,0,2,0,3,3,5,5,0,30,19,0,3,1,2.5307657403458985,95,0.6950622775800712,0,2.321330831183048,1.9803085413269785
72,8,0.998046875,0.998876404494382,1,0.9852941176470588,1,67,0,1,444,8,0.5852000117301941,0.5232137500751478,0.5411507637684405,0.0552102376599634,0.4543630892678034,453,544,7752,11251,8,0.579185426235199,0.5254155459913445,0.5391488063549852,0.0551662693539454,0.4657450701362065,2291,2628,39238,55331,80,576,Exploit (best predictions),mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,13,0.1506,0.185,445,0.1716,0.128,0.1272,45,14,299,341,324,398,3,6,47,425,111,14,434,1,358,7,23,0,23,62,88,203,48,7,0,148,304,106,15,23,3,7,0,63,0,12,40,43,2,19,0,29,16,72,72,7,257,189,3,63,13,38,2,51,58,46,59,0,1,8,61,12,1,68,0,57,1,2,0,2,7,38,25,6,2,0,23,58,4,2,7,0,2,0,0,0,2,6,3,0,2,0,4,3,7,7,0,41,30,0,3,1,2.696814157260019,95,0.6178331356267299,0,2.5656814449917897,2.6186974789915967
